WORDCOUNTS,WEIGHT
the,1442
and,1347
of,1224
in,676
a,554
to,354
collapse,351
j,250
that,239
p,225
pp,187
change,166
is,164
as,160
m,156
s,154
press,141
or,133
university,131
c,124
on,120
d,118
g,115
l,115
r,115
eds,114
et,107
e,106
cambridge,101
climate,100
archaeology,97
al,97
from,93
for,92
with,91
by,90
it,89
at,82
human,82
age,82
t,80
an,80
b,76
ancient,75
are,75
this,74
be,73
h,72
also,71
maya,71
journal,70
was,70
not,70
social,69
w,67
environmental,66
n,65
societies,65
evidence,62
history,61
oxford,61
new,60
archaeological,59
have,59
some,57
but,57
bronze,57
late,56
world,55
end,55
ed,54
springer,54
political,51
archaeol,51
culture,51
res,51
they,49
cultural,48
civilization,46
society,46
american,45
their,45
has,44
which,44
k,44
decline,42
past,42
were,41
yoffee,40
london,39
research,39
f,39
states,39
review,38
may,38
population,38
climatic,38
period,38
been,38
bc,37
antiquity,37
complex,36
changes,36
science,36
historical,36
what,36
classic,35
aegean,35
fall,35
tiwanaku,33
other,33
there,33
such,33
empire,33
can,33
over,33
ad,32
its,32
these,32
more,32
i,32
after,32
between,32
island,30
no,30
state,30
crete,30
de,29
time,29
greece,29
how,28
events,28
often,28
different,27
century,27
see,27
ecological,27
transformation,27
tainter,26
eastern,26
mediterranean,26
weiss,26
diamond,26
into,25
system,25
many,25
number,25
even,24
civilizations,24
during,24
people,24
anthropology,24
case,23
resilience,23
drought,23
v,23
mycenaean,23
systems,23
environment,23
both,23
role,23
dark,23
roman,22
norse,22
settlement,22
cowgill,22
minoan,22
sciences,22
early,22
studies,21
regeneration,21
â,21
mcanany,21
prehistory,21
did,21
while,21
since,20
earthquake,20
study,20
sites,20
southern,20
use,20
sustainability,20
transition,20
eruption,19
narrative,19
tucson,19
had,19
earthquakes,19
redman,19
arizona,19
global,19
catastrophic,19
catastrophe,18
western,18
catastrophes,18
than,18
rapa,18
used,18
nui,18
ecology,18
complexity,18
question,18
possible,17
geological,17
kolata,17
place,17
demarest,17
less,17
perspectives,17
nature,16
princeton,16
well,16
issues,16
mesopotamia,16
around,16
others,16
about,16
power,16
material,16
particular,16
theory,16
effects,16
lowlands,15
