WORDCOUNTS,WEIGHT
and,1224
the,1155
of,912
in,785
a,498
tiwanaku,429
to,259
at,186
de,170
that,161
as,157
was,154
with,144
l,142
formative,136
c,135
janusek,128
an,128
m,126
s,123
kolata,122
were,121
pp,120
on,117
for,113
sites,113
research,113
la,113
j,109
chiripa,109
its,106
basin,104
late,101
press,97
bolivia,95
by,93
settlement,91
from,91
d,84
p,80
early,80
local,76
archaeology,74
university,73
state,71
social,71
titicaca,71
e,70
stanish,70
andean,70
ritual,68
w,67
b,66
lake,66
most,65
or,64
en,63
ed,63
have,63
middle,61
complex,60
paz,59
this,57
et,56
groups,55
valley,55
political,54
cultural,54
during,54
ponce,52
many,52
v,52
new,50
recent,50
archaeological,49
excavations,48
arqueología,48
period,48
more,46
some,44
bandy,44
ceramic,44
k,44
other,43
lukurmata,43
h,42
areas,42
which,42
perspectives,42
such,41
emerging,41
region,41
taraco,41
major,41
dc,40
i,40
chavez,40
bermann,39
center,38
american,38
y,38
fig,37
southern,37
washington,37
it,36
el,36
site,36
peru,36
regional,36
been,36
civilization,35
monumental,35
centers,35
t,35
del,35
large,34
portugal,34
unpublished,34
regions,34
smithsonian,34
society,34
department,34
institution,34
precursors,33
g,33
important,33
development,32
than,32
had,32
residential,32
andes,32
south,32
al,32
sunken,32
each,32
chicago,32
steadman,31
vol,31
productive,31
ceremonial,31
practices,31
eds,31
anthropology,31
r,30
wares,30
is,30
urban,30
may,29
hinterland,29
networks,29
platform,29
sociopolitical,29
not,29
production,28
relatively,28
ai,28
religious,28
also,28
polities,28
including,28
elaborate,28
evidence,28
hastorf,27
strategies,27
history,26
small,26
two,26
over,26
settlements,25
one,25
their,25
near,25
architecture,25
economic,25
power,25
isbell,25
yayamama,25
paleoecology,25
interaction,25
stone,24
revealed,24
part,24
patterns,24
browman,24
into,23
island,23
several,23
style,23
significant,23
around,22
included,22
time,22
mathews,22
akapana,22
altiplano,22
they,21
first,21
iv,21
across,21
but,21
blom,21
culture,21
area,21
dissertation,21
has,21
phd,21
among,21
built,21
wankarani,20
collapse,20
distinct,20
phases,20
peninsula,20
however,20
ancient,20
assemblages,20
clusters,20
nacional,20
domestic,20
those,19
lemuz,19
moquegua,19
found,19
katari,19
los,19
economy,19
north,19
formed,18
khonkho,18
paper,18
central,18
ha,18
these,18
occupations,18
california,18
systems,18
associated,18
complexity,18
berkeley,18
became,18
heartland,18
boletín,18
between,18
environmental,17
pucp,17
court,17
throughout,17
organization,17
horizon,17
villages,17
monoliths,17
populations,17
rise,17
antiquity,17
changes,17
incorporated,17
temple,17
while,17
likely,16
o,16
apparently,16
shared,16
goldstein,16
project,16
least,16
presented,16
f,16
pukara,16
number,16
cambridge,16
are,16
ideological,16
through,16
much,16
group,15
emerged,15
human,15
sun,15
oruro,15
similar,15
pampa,15
just,15
out,15
further,15
occupation,15
highly,15
located,15
communities,15
structures,15
nevertheless,15
three,15
northern,15
construction,15
known,15
here,15
control,15
annual,15
remains,15
instituto,14
all,14
differences,14
activity,14
prehispanic,14
journal,14
bennett,14
developed,14
appear,14
societies,14
core,14
binford,14
elite,14
like,14
high,14
analysis,14
extensive,14
suggests,14
pumapunku,14
household,13
phase,13
rather,13
certain,13
agricultural,13
wari,13
well,13
status,13
polity,13
world,13
mound,13
diverse,13
perhaps,13
trade,13
characterized,13
structure,13
ideology,13
natural,13
facility,13
both,13
couture,13
smaller,13
meeting,13
courts,12
common,12
later,12
primary,12
serving,12
york,12
landscape,12
kalasasaya,12
latin,12
n,12
focused,12
appears,12
rivera,12
change,12
involved,12
periods,12
critical,12
burkholder,12
wankane,12
identity,12
clear,12
indicate,12
leaders,12
city,12
chile,12
although,12
mujica,12
be,12
buildings,11
textos,11
tradition,11
compounds,11
east,11
estevez,11
community,11
even,11
antropológicos,11
interregional,11
chronology,11
end,11
bauer,11
see,11
tiahuanaco,11
seddon,11
complexes,11
far,11
goods,11
distinctive,11
what,11
stylistic,10
represent,10
conducted,10
lower,10
raised,10
decreased,10
case,10
agriculture,10
diversity,10
thus,10
relations,10
cases,10
hoes,10
ortloff,10
importance,10
wila,10
iconography,10
population,10
rituals,10
san,10
koani,10
about,10
under,10
thesis,10
only,10
toward,10
compound,10
remained,10
range,10
farming,10
styles,10
dating,10
architectural,10
after,10
occupied,10
increasing,10
santiago,10
who,10
material,10
different,10
webster,10
nearby,10
size,10
vessels,10
shift,10
increased,10
km,10
elites,10
now,9
offerings,9
there,9
sobre,9
affiliation,9
elements,9
items,9
influence,9
una,9
ceramics,9
we,9
possibly,9
clearly,9
circular,9
jawira,9
hierarchies,9
basis,9
alconini,9
feasts,9
vranich,9
overall,9
manzanilla,9
addition,9
pastoralism,9
larger,9
pattern,9
where,9
mortuary,9
use,9
decorated,9
become,9
basalt,9
life,9
intensification,9
cultures,9
specialized,9
past,9
offering,9
years,9
uk,9
edge,8
maize,8
ti,8
before,8
contexts,8
prestigious,8
analyses,8
giesso,8
west,8
century,8
developments,8
perspective,8
witnessed,8
copacabana,8
symbols,8
form,8
objects,8
river,8
intensive,8
emergence,8
plenum,8
prehistoric,8
mythical,8
cores,8
produced,8
universidad,8
expressions,8
because,8
network,8
people,8
field,8
sculptures,8
massive,8
expansion,8
inclusive,8
continuity,8
others,8
demographic,8
trapezoidal,8
ch,8
clustered,8
ceremonies,8
crafted,8
williams,8
fields,8
anthropological,8
putuni,8
erickson,8
identities,8
orleans,8
huari,8
imperial,8
cluster,8
qaluyu,8
maintained,8
camelids,8
carved,7
pittsburgh,7
investigaciones,7
unlike,7
archaeologists,7
huata,7
formativo,7
machaca,7
farther,7
principal,7
platforms,7
quantities,7
politics,7
very,7
regarding,7
distributed,7
desaguadero,7
affiliations,7
housed,7
earlier,7
burials,7
von,7
four,7
drought,7
followed,7
affiliated,7
location,7
artifacts,7
su,7
whitehead,7
llama,7
few,7
beck,7
dedicated,7
activities,7
andina,7
single,7
norte,7
editorial,7
increasingly,7
cochabamba,7
together,7
forms,7
outside,7
superimposed,7
empire,7
nueva,7
intensified,7
largely,7
jachakala,7
processes,7
low,7
points,7
valued,7
relation,7
hierarchical,7
domains,7
grounded,7
considered,7
iconographie,7
anthropomorphic,7
any,7
museum,7
bolivian,7
cities,7
las,7
climate,7
places,7
them,7
rising,7
multiple,7
centro,7
andino,7
until,7
numerous,7
consumption,7
zones,7
indicating,7
introduction,6
authority,6
kollu,6
kallamarka,6
long,6
implications,6
pärssinen,6
boliviana,6
principles,6
survey,6
emphasized,6
corresponded,6
autonomous,6
key,6
exposed,6
nash,6
storage,6
terrace,6
master,6
arqueológicas,6
no,6
transformations,6
evolution,6
attached,6
locally,6
established,6
represented,6
informe,6
ideologies,6
upper,6
céspedes,6
faunal,6
nair,6
academic,6
though,6
fish,6
directly,6
used,6
reinhard,6
significantly,6
intermediate,6
dietler,6
floors,6
showing,6
incorporative,6
potent,6
up,6
cosmology,6
sampeck,6
hegemony,6
estado,6
expanded,6
indicates,6
ice,6
sponsored,6
once,6
wright,6
science,6
coexisted,6
valleys,6
understanding,6
submitted,6
protzen,6
so,6
anderson,6
obsidian,6
regimes,6
continued,6
inhabitants,6
began,6
types,6
iowa,6
wiñaymarka,6
dispersed,6
prehistory,6
chen,6
scenario,6
report,6
particularly,6
plazas,6
unique,6
consisting,6
socioeconomic,6
emergent,6
role,6
andrés,6
our,6
colleagues,6
defined,6
specific,6
resources,6
consisted,6
little,6
images,6
termed,6
silverman,5
metal,5
creation,5
ii,5
concentrated,5
suggesting,5
last,5
sacred,5
system,5
x,5
dynamic,5
along,5
comprehensive,5
southwestern,5
domain,5
pacajes,5
walls,5
oxford,5
identification,5
centered,5
levels,5
process,5
space,5
presumably,5
elsewhere,5
lithic,5
disappeared,5
appearance,5
frye,5
pacha,5
tools,5
recently,5
brenner,5
dumbarton,5
cultura,5
lechtman,5
hydraulic,5
elegant,5
thrived,5
published,5
excavated,5
suggest,5
quite,5
decline,5
iwawe,5
he,5
variety,5
various,5
dwellings,5
movement,5
southeast,5
same,5
shifting,5
walled,5
oaks,5
main,5
appeared,5
feasting,5
hand,5
developing,5
arqueologia,5
shifts,5
another,5
vast,5
cramps,5
made,5
conditions,5
significance,5
