WORDCOUNTS,WEIGHT
the,1704
of,1056
and,924
in,626
a,417
o,260
that,248
is,241
to,239
from,227
j,222
c,221
s,190
de,158
for,154
with,144
are,139
d,127
as,127
i,125
m,124
by,124
human,122
at,116
et,114
modern,111
bp,108
ka,98
paleolithic,97
aurignacian,94
g,91
f,90
e,88
evidence,87
early,87
la,85
h,84
level,83
l,80
europe,78
upper,77
this,77
or,77
p,73
al,71
ornaments,71
on,71
pp,69
middle,68
it,67
r,67
an,65
not,65
b,64
humans,63
cave,63
neandertals,61
have,57
springer,56
were,55
be,55
archaeol,54
res,54
site,52
du,52
two,52
art,51
journal,50
which,50
n,49
errico,48
cultural,47
t,47
archaeological,47
such,46
eds,46
africa,46
been,46
also,45
beads,44
near,44
between,44
their,43
evolution,43
levels,42
age,42
time,42
protoaurignacian,41
x,40
en,40
neandertal,40
was,39
however,39
dated,38
perforated,38
anthropology,38
zilhão,38
bone,37
only,37
ed,35
remains,35
one,34
east,34
w,34
but,34
these,34
where,34
k,34
same,33
new,33
radiocarbon,33
earliest,33
they,32
late,32
dating,32
grotte,32
dates,31
after,31
found,31
v,31
paléolithique,31
sites,30
châtelperronian,30
le,29
chronology,29
all,28
fig,28
grooved,28
iup,28
les,27
shell,27
more,27
material,27
symbolic,27
african,27
those,26
central,26
palaeolithic,26
southern,26
european,26
france,26
yielded,26
because,25
personal,25
both,25
if,24
before,24
ii,24
eastern,24
fact,24
ahmarian,24
des,24
sequence,23
implications,23
context,23
than,23
no,23
origins,23
supérieur,23
species,23
science,23
shells,23
current,23
ivory,23
fossil,23
stone,22
nature,22
university,22
well,22
years,22
use,22
der,22
different,22
some,22
el,21
most,21
pleistocene,21
south,21
neanderthals,21
latter,21
arqueologia,21
given,21
among,21
into,20
press,20
recovered,20
trinkaus,20
q,20
research,20
first,19
other,19
marine,19
cu,19
behavior,19
y,19
lithic,19
vanhaeren,19
its,19
made,19
cambridge,19
range,19
conard,18
later,18
western,18
diffusion,18
transitional,18
people,18
results,18
paris,18
renne,18
points,18
msa,18
transition,18
kuhn,18
case,17
thus,17
stratigraphie,17
similar,17
direct,17
emergence,17
charcoal,17
further,17
record,17
used,17
documented,17
evolved,17
three,17
préhistoire,17
has,17
ksar,16
moderns,16
international,16
may,16
akil,16
uluzzian,16
consistent,16
least,16
clear,16
stringer,16
could,16
must,16
technocomplexes,16
large,15
contact,15
production,15
germany,15
canine,15
white,15
had,15
behavioral,15
part,15
explanation,15
deposits,15
mellars,15
features,15
any,15
rocksheiter,15
concerned,14
contexts,14
henshilwood,14
date,14
anatomically,14
point,14
ostrich,14
biombos,14
eggshell,14
out,14
burial,14
populations,14
oxford,14
fragments,14
teeth,14
can,14
northern,14
neanderthal,14
boker,14
associated,14
now,13
asia,13
bead,13
notion,13
à,13
marks,13
cannot,13
fox,13
del,13
london,13
incisor,13
ochre,13
single,13
technology,13
abstract,13
modem,13
taborin,13
pierced,13
reindeer,12
fragment,12
slabs,12
aurignacien,12
prehistory,12
skeleton,12
levant,12
shape,12
svoboda,12
regions,12
below,12
small,12
when,12
die,12
biological,12
continuity,12
culture,12
layer,12
present,12
israel,12
samples,12
co,12
obtained,12
bulletin,12
considered,12
lisboa,12
come,12
deer,12
instituto,11
represent,11
hublin,11
york,11
valladas,11
português,11
review,11
even,11
industries,11
esr,11
section,11
suggested,11
ferrassie,11
figurative,11
during,11
ü,11
archaeology,11
involved,11
world,11
above,11
smith,11
complete,11
préhistorique,11
identical,11
model,11
chauvet,11
would,11
so,11
series,11
sciences,11
bordes,11
type,11
animal,11
through,11
dentalium,11
although,11
cognitive,11
region,11
nassarius,11
affinities,10
available,10
simple,10
basin,10
there,10
fossils,10
bones,10
red,10
sapiens,10
modernity,10
whose,10
instance,10
occupation,10
tools,10
artifacts,10
blade,10
overlying,10
lower,10
social,10
mediterranean,10
fully,10
absence,10
trabalhos,10
dna,10
ph,10
assemblage,10
proceedings,10
piece,10
assemblages,10
significant,10
national,10
delluc,10
earlier,10
evolutionary,10
italy,10
figures,10
millennia,10
comes,10
known,10
particular,10
interval,10
size,10
until,10
hypothesis,10
either,9
long,9
origin,9
last,9
key,9
possible,9
very,9
uppermost,9
leveque,9
items,9
excavations,9
société,9
modified,9
four,9
wadley,9
broglio,9
brooks,9
marean,9
excavated,9
revolution,9
prehistoric,9
liège,9
regional,9
bovid,9
entirely,9
mochi,9
greece,9
dans,9
innovations,9
did,9
u,9
poland,9
association,9
technological,9
recent,9
grün,8
pettitt,8
former,8
fortea,8
body,8
gibbosula,8
homo,8
di,8
moreover,8
clearly,8
result,8
recently,8
directly,8
significantly,8
symbolism,8
bar,8
industry,8
und,8
bohunician,8
stratigraphies,8
academy,8
rock,8
poort,8
figurines,8
another,8
bear,8
mcbrearty,8
tubes,8
patterns,8
often,8
excluded,8
five,8
pieces,8
moravia,8
over,8
oase,8
sitlivy,8
oo,8
suggests,8
ring,8
therefore,8
usa,8
manufacture,8
canines,8
area,8
archaic,8
much,8
tachtit,8
does,7
groups,7
american,7
ma,7
history,7
emerged,7
eurasia,7
genetic,7
corresponding,7
framework,7
bailey,7
perspective,7
putative,7
left,7
interpretation,7
represented,7
cueva,7
tooth,7
objects,7
moyen,7
view,7
distribution,7
base,7
engraved,7
dispersal,7
explain,7
tool,7
horse,7
