WORDCOUNTS,WEIGHT
the,848
of,700
and,588
in,465
a,245
middle,214
atlantic,145
to,133
archaeology,132
virginia,123
custer,112
j,110
r,107
m,106
archaeological,106
late,98
archaic,98
woodland,89
north,84
region,83
pp,80
site,79
that,77
from,72
f,71
early,70
as,69
research,68
eastern,66
d,66
period,65
delaware,63
c,63
is,62
valley,61
s,59
sites,59
pennsylvania,58
b,57
were,57
america,56
new,56
for,55
eds,54
on,54
journal,51
university,50
at,49
e,49
by,49
stewart,48
cultural,47
society,47
w,46
time,46
are,46
with,43
american,42
g,42
prehistoric,42
an,41
this,40
t,40
archaeologist,39
settlement,39
have,39
these,38
p,37
coastal,36
maryland,36
was,35
culture,34
no,33
richmond,33
during,33
reinhart,32
gardner,31
periods,31
synthesis,31
washington,31
ed,30
areas,30
been,30
there,29
such,29
lithic,29
use,29
press,29
other,28
change,28
patterns,28
complex,27
h,27
point,27
regional,27
also,27
data,25
area,25
environmental,24
hodges,24
changes,24
anthropology,24
variability,24
recent,24
some,23
dc,23
not,23
be,23
large,22
plain,22
department,21
cultures,21
current,21
groups,20
lower,20
kinsey,19
upper,19
however,19
county,19
contact,19
social,19
trade,19
complexity,19
major,19
projectile,18
present,18
more,18
points,18
materials,18
it,17
northeast,17
excavations,17
kraft,17
park,17
show,17
noted,17
studies,16
ct,16
york,16
l,16
potomac,16
paleoindian,16
indians,16
u,15
service,15
national,15
farm,15
analysis,15
through,15
moeller,15
susquehanna,15
piedmont,14
throughout,14
ridge,14
burials,14
most,14
kent,14
k,14
native,14
significant,14
services,14
systems,14
distribution,14
survey,13
development,13
river,13
raw,13
may,13
or,13
but,13
model,13
flint,13
mortuary,13
especially,13
adaptations,13
united,13
series,13
bethlehem,13
has,13
states,13
delmarva,12
one,12
western,12
central,12
review,12
run,12
growth,12
subsistence,12
prehistory,12
island,12
et,12
southern,12
southeast,12
exchange,12
powhatan,12
evidence,12
all,11
agriculture,11
perspective,11
philadelphia,11
numerous,11
distributions,11
individual,11
goods,11
jersey,11
susquehannocks,11
into,10
great,10
after,10
their,10
population,10
ph,10
artifacts,10
catholic,10
fluted,10
technology,10
indian,10
i,10
thomas,10
those,10
dissertation,10
potter,10
historical,10
varied,10
carr,10
ca,10
newark,9
history,9
occurred,9
first,9
upland,9
within,9
due,9
storage,9
museum,9
environments,9
productive,9
tolley,9
resource,9
peninsula,9
important,9
tool,9
people,9
pa,9
susquehannock,9
preliminary,9
populations,9
above,9
watson,9
two,9
barber,9
minisink,9
estuarine,9
forest,9
associated,9
different,9
seem,9
funk,9
jennings,9
zones,9
between,9
resources,9
group,8
state,8
chiefdoms,8
investigations,8
drainage,8
relations,8
than,8
rountree,8
study,8
intensive,8
northeastern,8
had,8
carolina,8
basis,8
its,8
used,8
regions,8
few,8
settings,8
turner,8
geier,8
becker,8
where,8
material,8
range,8
adena,8
which,8
pattern,8
european,8
bulletin,8
wall,8
chesapeake,8
transition,8
terminal,8
cryptocrystalline,8
much,8
among,8
does,7
stone,7
mouer,7
campana,7
occasional,7
very,7
human,7
century,7
bifaces,7
similar,7
pleistocene,7
based,7
societies,7
appearance,7
mcnett,7
small,7
highly,7
chronological,7
south,7
orr,7
communities,7
al,7
water,7
occupations,7
features,7
earlier,7
evolutionary,7
defined,7
charlottesville,7
dent,7
forests,7
sciences,7
past,7
hantman,7
size,7
include,7
increased,7
transportation,6
later,6
approaches,6
east,6
holocene,6
prior,6
west,6
household,6
blue,6
observations,6
verrey,6
graybill,6
tools,6
ceramics,6
well,6
literature,6
related,6
pasts,6
gramly,6
limited,6
community,6
continuity,6
