WORDCOUNTS,WEIGHT
the,1309
of,1122
and,990
in,745
chaco,433
a,345
to,262
j,255
that,241
canyon,185
great,168
at,154
new,151
pp,148
press,146
d,144
for,143
university,143
chacoan,142
s,138
on,137
as,131
are,127
m,125
southwest,120
is,119
american,116
pueblo,113
e,109
have,108
mexico,105
ed,103
p,101
ritual,97
r,95
from,94
organization,85
research,85
with,84
eds,81
c,79
g,77
l,77
were,77
these,76
regional,76
communities,75
bonito,75
archaeology,74
by,74
arizona,74
houses,73
society,71
was,70
been,68
social,65
house,64
w,64
albuquerque,64
h,63
or,63
no,62
windes,62
b,61
lekson,60
mills,59
anthropological,59
but,57
be,57
this,56
not,56
papers,54
et,54
t,52
political,52
system,52
anasazi,52
santa,51
prehistoric,51
an,50
roads,50
archaeological,49
construction,49
fe,49
than,48
more,47
production,46
i,46
center,44
n,43
anthropology,43
national,42
park,41
other,41
vivian,41
community,40
neitzel,39
toll,39
used,38
san,38
service,38
juan,38
economy,38
architecture,37
kantner,37
basin,36
many,36
area,36
within,35
across,35
judge,35
some,34
project,34
it,33
has,33
tucson,33
sites,33
small,33
outlier,33
changing,33
phase,32
southwestern,32
al,32
model,32
world,32
models,32
how,31
population,31
they,30
mathien,30
also,30
k,30
one,29
there,29
leadership,29
f,29
region,29
views,29
may,28
most,28
school,28
stein,27
power,27
large,26
studies,26
van,26
landscape,26
evidence,26
doyel,25
cultural,25
areas,25
see,25
exchange,25
complexity,25
between,25
archaeologists,24
all,24
dyke,24
their,24
cordell,24
ceramics,24
because,24
mahoney,24
museum,24
ceramic,24
analysis,24
different,24
both,24
through,24
although,24
women,23
labor,23
out,23
economic,23
violence,23
including,23
period,23
goods,23
feinman,23
wilcox,22
journal,22
important,22
maxwell,22
crown,22
architectural,22
wills,22
colorado,22
those,21
data,21
several,21
time,21
use,21
mckenna,21
kivas,21
washington,21
vol,20
dean,20
cameron,20
based,20
patterns,20
wood,20
antiquity,20
prehistory,20
cambridge,20
early,20
recent,20
ii,19
prehispanic,19
such,19
even,19
dc,19
scale,19
however,19
structures,19
he,19
present,19
road,19
number,19
which,19
akins,18
groups,18
greater,18
excavations,18
publications,18
fowler,18
site,18
rather,18
its,18
during,18
kiva,18
sebastian,18
can,18
what,18
prestige,18
found,17
ford,17
smithsonian,17
department,17
institution,17
size,17
north,17
analyses,16
alto,16
cannibalism,16
only,16
outliers,16
after,16
who,16
pueblos,16
earlier,15
ancient,15
rooms,15
well,15
aztec,15
surrounding,15
durand,15
few,15
migration,15
turquoise,15
interpretation,15
same,15
reports,15
polities,15
systems,15
interpretations,15
conference,15
complex,14
state,14
hierarchy,14
meyer,14
men,14
late,14
polity,14
zuni,14
pilgrimage,14
still,14
culture,14
two,14
outside,14
understanding,14
especially,14
distribution,14
pathways,14
o,13
york,13
yoffee,13
settlement,13
materials,13
nonlocal,13
archeology,13
turner,13
variation,13
lake,13
points,13
high,13
diversity,13
suggest,13
past,13
salt,13
into,12
conducted,12
century,12
burials,12
utah,12
view,12
societies,12
could,12
occupation,12
recently,12
basis,12
work,12
division,12
reorganization,12
above,12
towns,12
v,12
would,12
features,12
martin,12
procurement,12
alternative,12
over,12
extent,12
interaction,12
now,11
if,11
nps,11
sources,11
differences,11
ai,11
stone,11
problems,11
produced,11
probably,11
part,11
literature,11
change,11
saitta,11
southeast,11
communal,11
feasting,11
do,11
degree,11
sociopolitical,11
dissertation,11
phd,11
theory,11
her,11
annual,11
among,11
major,11
walker,10
western,10
might,10
u,10
resources,10
warfare,10
leblanc,10
nelson,10
y,10
centralization,10
subsistence,10
organized,10
marshall,10
centers,10
fish,10
hierarchies,10
people,10
status,10
presence,10
about,10
addition,10
pattern,10
samples,10
historic,10
la,10
space,10
current,10
suggests,10
locations,10
consumption,10
does,9
contexts,9
renfrew,9
roney,9
thus,9
throughout,9
price,9
estimates,9
fig,9
competitive,9
proceedings,9
special,9
plenum,9
had,9
residential,9
residents,9
northern,9
artifacts,9
excavated,9
field,9
tempe,9
using,9
will,9
short,9
southern,9
fair,9
ethnographic,9
idea,9
gender,9
made,9
publication,9
least,9
ornaments,9
pottery,9
figure,9
when,9
known,9
control,9
leaders,9
report,9
question,9
instead,9
much,9
boulder,8
reconstructions,8
principles,8
reed,8
context,8
navajo,8
review,8
relatively,8
similar,8
study,8
evolution,8
calgary,8
meridian,8
working,8
structured,8
periods,8
mesa,8
expansion,8
ware,8
hegmon,8
noted,8
mound,8
science,8
scholars,8
material,8
low,8
general,8
investigations,8
pipeline,8
agricultural,8
presented,8
trees,8
kin,8
beyond,8
later,7
environmental,7
mountains,7
kinds,7
authority,7
history,7
long,7
plateau,7
goetze,7
perspective,7
bullock,7
bustard,7
overarching,7
his,7
white,7
objects,7
river,7
four,7
suggested,7
result,7
histories,7
puebloan,7
events,7
schelberg,7
place,7
south,7
units,7
ceremonial,7
populations,7
female,7
indicates,7
yet,7
peregrine,7
management,7
again,7
projects,7
shows,7
considerable,7
where,7
strategies,7
style,7
argues,7
assemblages,7
identity,7
expression,7
clear,7
schillaci,7
like,7
latter,7
methods,7
hagstrum,7
widely,7
perspectives,7
segments,7
often,7
malville,7
environment,7
earle,7
each,7
paper,7
did,7
adler,7
living,7
johnson,7
foundations,7
plata,7
city,7
variability,7
include,7
need,7
basketmaker,7
unm,7
remains,7
increased,7
paquimé,7
done,6
corporate,6
likely,6
approaches,6
excavation,6
inequality,6
hohokam,6
definition,6
religion,6
piper,6
depends,6
eastern,6
possible,6
west,6
mesoamerican,6
behavior,6
central,6
centralized,6
kind,6
items,6
sofaer,6
underlying,6
storage,6
interesting,6
without,6
importance,6
plog,6
support,6
means,6
changes,6
kintigh,6
branch,6
just,6
show,6
resource,6
memory,6
spielmann,6
leonard,6
burial,6
egalitarian,6
reid,6
brought,6
first,6
lithics,6
mclntosh,6
highly,6
hayden,6
single,6
biological,6
springs,6
technology,6
conclusions,6
interpreting,6
local,6
along,6
factor,6
dating,6
three,6
blanton,6
we,6
drennan,6
particular,6
earliest,6
any,6
series,6
extensive,6
constructed,6
gumerman,6
phillips,6
masonry,6
foundation,6
iii,6
particularly,6
very,6
proposed,6
whether,6
zedeño,6
valley,6
multiple,6
ancestral,6
techniques,6
years,6
dynamics,6
potential,6
traditional,6
difficult,5
connect,5
mesoamerica,5
ms,5
comparisons,5
nonetheless,5
km,5
cutting,5
file,5
hopi,5
upland,5
connection,5
taken,5
seems,5
nature,5
dd,5
case,5
design,5
quantities,5
politics,5
point,5
human,5
conflict,5
alignments,5
development,5
ferguson,5
clay,5
elements,5
estimate,5
walls,5
bernardini,5
sample,5
debated,5
connected,5
direct,5
tree,5
monumental,5
intensive,5
decade,5
argued,5
too,5
hart,5
turners,5
stoltman,5
appear,5
chipped,5
ot,5
excellent,5
participation,5
planning,5
whole,5
issues,5
approach,5
depositional,5
feasts,5
boundaries,5
generally,5
provided,5
cosmological,5
synthesis,5
transition,5
chronology,5
beams,5
others,5
rock,5
demographic,5
amerind,5
end,5
chiefdom,5
took,5
clusters,5
chuskas,5
until,5
perhaps,5
discard,5
vast,5
rio,5
range,5
office,5
arroyo,5
so,5
households,5
relative,5
amount,5
male,5
seen,5
force,5
types,5
centuries,5
morrow,5
then,5
natural,5
attribute,5
argue,5
clearly,5
historical,5
better,5
beginning,5
them,5
terms,5
making,5
researchers,5
little,5
transport,5
chuska,5
contract,5
enterprise,5
billman,5
building,5
meeting,5
household,5
currently,4
introduction,4
trash,4
contemporaneous,4
linkages,4
ana,4
ways,4
modern,4
occurred,4
sequential,4
themes,4
being,4
chiefdoms,4
el,4
evaluation,4
empty,4
demography,4
chacoans,4
except,4
relationships,4
interior,4
finally,4
given,4
sanders,4
nor,4
networks,4
drawn,4
landscapes,4
identification,4
pétrographie,4
contributions,4
factors,4
moreover,4
firing,4
halo,4
lister,4
ì,4
jars,4
surface,4
chronometrie,4
shifted,4
herr,4
location,4
begun,4
faunal,4
called,4
access,4
cylinder,4
û,4
further,4
transwestern,4
appears,4
cannot,4
shepard,4
wide,4
network,4
proportions,4
overview,4
away,4
interpreted,4
trends,4
either,4
staple,4
useful,4
contrast,4
involved,4
trombold,4
county,4
kosse,4
results,4
describes,4
notes,4
activities,4
critical,4
hegemony,4
absence,4
runoff,4
varíen,4
nearly,4
matrilineal,4
berms,4
grande,4
reappraisal,4
pivotal,4
residence,4
bradley,4
ketl,4
longer,4
documented,4
larger,4
paso,4
mcguire,4
process,4
looking,4
largely,4
additions,4
survey,4
questions,4
processes,4
individuals,4
gwinn,4
neoevolutionary,4
health,4
essay,4
co,4
individual,4
function,4
snead,4
chuskan,4
accurate,4
provides,4
truell,4
xvi,4
structure,4
integration,4
bureau,4
continued,4
provide,4
upham,4
dimensions,4
collections,4
chimney,4
considered,4
abandonment,4
aggregation,4
ever,4
bioarchaeological,4
record,4
association,4
books,4
contextual,4
gas,4
works,4
assessment,4
spatial,4
hierarchically,4
betancourt,4
aggradation,4
role,4
gilpin,4
arguments,4
families,4
maintained,4
public,4
cooper,4
ortman,4
states,4
shift,4
summary,4
supported,4
tuwaletstiwa,4
tribes,4
deposits,4
entire,4
taylor,4
darling,4
ca,4
built,4
problem,3
tainter,3
syntax,3
rate,3
way,3
imported,3
affected,3
extend,3
expedition,3
caches,3
debris,3
potter,3
group,3
needed,3
agency,3
mobility,3
strictly,3
bryan,3
before,3
assume,3
properties,3
lower,3
inc,3
witches,3
debating,3
parties,3
available,3
route,3
room,3
hanna,3
styles,3
help,3
last,3
date,3
california,3
reconstruction,3
badly,3
autonomous,3
task,3
account,3
activity,3
consumed,3
against,3
valuables,3
controlled,3
surplus,3
cannibals,3
includes,3
since,3
entrenchment,3
interpret,3
topic,3
duff,3
cases,3
depend,3
compare,3
critique,3
sun,3
cooperative,3
gillespie,3
phases,3
ruins,3
fort,3
philadelphia,3
statements,3
absent,3
developed,3
astronomy,3
scales,3
periodic,3
understand,3
old,3
mine,3
recovered,3
origins,3
drought,3
promote,3
descriptive,3
reprinted,3
lead,3
matrilocal,3
mapping,3
deciphering,3
term,3
evaluate,3
academic,3
circular,3
tools,3
absolute,3
elliott,3
method,3
near,3
southeastern,3
concept,3
london,3
example,3
calls,3
related,3
older,3
collective,3
actually,3
wilshusen,3
formations,3
published,3
rituality,3
below,3
corresponds,3
nonsubsistence,3
distances,3
tom,3
jalbert,3
things,3
straight,3
indicators,3
chacmool,3
around,3
revisited,3
wider,3
ericson,3
portions,3
up,3
dam,3
chronological,3
marked,3
therefore,3
second,3
identified,3
indeed,3
located,3
limited,3
classic,3
fence,3
verde,3
competition,3
land,3
chemistry,3
sex,3
us,3
included,3
kowalewski,3
inalienable,3
largest,3
phoenix,3
timbers,3
frameworks,3
layout,3
volume,3
lack,3
mark,3
toward,3
added,3
water,3
averages,3
fact,3
consideration,3
contemporary,3
distributions,3
honor,3
anthropologist,3
layers,3
less,3
english,3
toad,3
native,3
argument,3
lunar,3
analyzed,3
exploring,3
examples,3
width,3
lamphere,3
significant,3
emphasize,3
refers,3
began,3
rare,3
recovery,3
kovacik,3
stress,3
symposium,3
times,3
dendrochronology,3
preservation,3
nm,3
discarded,3
enough,3
dawson,3
craft,3
hierarchical,3
professional,3
tula,3
solar,3
trails,3
bulk,3
peoples,3
lines,3
similarities,3
life,3
responsible,3
fall,3
frontier,3
forest,3
stephen,3
finance,3
sizes,3
wetherill,3
explicitly,3
distinctive,3
baugh,3
chetro,3
form,3
seasonal,3
anna,3
emphasis,3
vessels,3
marlar,3
possessions,3
contrasts,3
prepared,3
formation,3
shown,3
intensified,3
spadefoot,3
socially,3
levy,3
smaller,3
defined,3
comparison,3
specific,3
assumed,3
surveys,3
corn,3
organizational,3
strong,3
technological,3
close,3
occur,3
final,2
gis,2
mortuary,2
