WORDCOUNTS,WEIGHT
and,1302
the,1181
of,1168
in,778
a,371
de,301
to,300
mexico,223
that,188
j,182
as,182
at,179
m,178
pp,164
e,161
for,160
with,149
s,147
domestic,146
g,145
university,137
from,133
l,129
household,128
teotihuacan,126
r,125
households,119
by,119
more,118
c,113
eds,111
production,99
mesoamerica,96
were,95
on,93
press,92
are,87
social,87
la,86
y,85
el,83
have,83
oaxaca,82
en,82
archaeology,79
manzanilla,79
an,79
city,79
is,78
p,77
k,75
central,74
or,72
ed,72
al,72
archaeological,70
house,69
et,69
i,68
d,68
houses,65
palaces,64
their,63
they,60
res,60
springer,60
ritual,59
ancient,59
t,57
archaeol,57
nacional,57
also,57
formative,56
early,56
such,52
del,52
historia,52
hirth,52
aztec,51
other,49
was,49
antropología,48
but,48
these,48
state,47
american,47
new,46
instituto,45
h,45
monte,45
highland,45
political,45
feinman,45
mesoamerican,45
which,45
los,45
within,44
organization,44
alban,43
w,43
societies,43
rituals,43
flannery,42
méxico,41
during,41
b,40
barba,40
smith,40
period,39
palace,39
groups,38
prehispanic,37
plunket,37
between,37
activities,36
craft,36
been,36
corporate,35
fig,35
status,35
elite,34
be,33
late,32
this,32
classic,32
apartment,32
recent,32
evans,31
studies,31
anthropology,31
specialization,31
marcus,30
compounds,30
economies,30
structures,30
likely,30
v,30
urban,30
has,29
than,29
most,29
economic,29
two,29
see,29
valley,29
residences,28
compound,28
postclassic,28
it,27
one,27
how,27
serra,27
excavations,26
journal,26
highlands,26
its,26
research,26
puche,26
puebla,25
vol,25
may,25
tula,25
large,24
spencer,24
universidad,24
communities,24
un,24
not,24
associated,24
through,24
colonial,24
lake,24
nicholas,23
individuals,23
residential,23
settlement,23
units,23
community,23
tlaxcala,23
region,23
salt,23
redmond,23
study,22
used,22
tetimpa,22
areas,22
structure,22
antiquity,22
analysis,22
latin,21
lópez,21
periods,21
no,21
residence,21
earlier,21
into,20
sites,20
work,20
documented,20
society,20
larger,20
life,20
las,20
economy,20
while,20
families,20
elites,20
neighborhoods,19
mexican,19
important,19
mixtee,19
including,19
who,19
association,19
size,19
middle,19
lazcano,18
history,18
mastache,18
california,18
greater,18
zapotee,18
power,18
use,18
would,18
garcia,18
obsidian,18
morelos,18
often,18
any,18
variability,18
carballo,18
evidence,18
states,18
utah,18
f,17
patio,17
evolution,17
perspective,17
cobean,17
york,17
angeles,17
similar,17
cultural,17
many,17
past,17
autónoma,17
colleagues,17
group,16
western,16
sanders,16
palmillo,16
basin,16
maguey,16
figurines,16
institute,16
pottery,16
construction,16
barrio,16
teotihuacano,16
different,16
them,16
both,16
world,16
village,15
complex,15
women,15
functions,15
ô,15
labor,15
relatively,15
relations,15
served,15
form,15
organized,15
spence,15
practices,15
strategies,15
washington,15
abandonment,15
spatial,15
centro,15
cotsen,15
pérez,14
archaeologists,14
some,14
austin,14
affiliation,14
cases,14
neighborhood,14
certain,14
dc,14
could,14
well,14
part,14
floors,14
occidente,14
regions,14
involved,14
san,14
only,14
members,14
multicrafting,14
material,14
spaces,14
vessels,14
land,14
cook,14
much,14
major,14
arce,13
common,13
later,13
center,13
lujan,13
century,13
xochicalco,13
site,13
undertaken,13
blanton,13
people,13
museum,13
architecture,13
maya,13
nahua,13
robertson,13
santley,13
all,13
provide,13
arqueologia,13
parsons,13
anthropological,13
rural,13
include,13
pittsburgh,12
investigaciones,12
contexts,12
first,12
analyses,12
n,12
capitals,12
importance,12
flexibility,12
based,12
collective,12
change,12
cabrera,12
multiple,12
unirmela,12
model,12
where,12
less,12
mortuary,12
urbanism,12
exchange,12
over,12
goods,12
suggests,12
americas,12
remains,12
brumfiel,11
represent,11
composition,11
cerro,11
those,11
ad,11
case,11
human,11
phase,11
dynamics,11
since,11
antropológicas,11
stone,11
general,11
gillespie,11
rather,11
tenochtitlan,11
uruñuela,11
kinship,11
ann,11
michigan,11
public,11
having,11
ethnohistoric,11
gómez,11
suggest,11
elson,11
texas,11
when,11
arbor,11
yet,11
included,11
home,11
perspectives,11
inhabitants,11
joyce,11
pennsylvania,11
patterns,11
manner,11
article,11
systems,11
methods,11
types,11
michoacán,11
rattray,11
literature,11
particular,11
colegio,10
ii,10
papers,10
west,10
hierarchy,10
royal,10
review,10
development,10
lineage,10
risk,10
appears,10
spores,10
appear,10
centers,10
cantona,10
population,10
record,10
gonzález,10
cowgill,10
ancestors,10
villages,10
licón,10
regional,10
ceramic,10
formativo,10
three,10
administrative,10
can,10
unidades,10
semipublic,10
boulder,10
particularly,10
carrasco,10
kin,10
area,10
chavez,10
interaction,10
among,10
market,9
park,9
effigy,9
agriculture,9
politics,9
god,9
document,9
sus,9
mexicana,9
calgary,9
access,9
tools,9
scale,9
artifacts,9
related,9
indigenous,9
intermediate,9
place,9
artifact,9
epiclassic,9
around,9
annual,9
using,9
he,9
mesa,9
comparative,9
charlton,9
competition,9
processing,9
commoner,9
ethnographic,9
architectural,9
documents,9
ideology,9
nuclear,9
forms,9
do,9
balkansky,9
provides,9
cuenca,9
following,9
colorado,9
living,9
prestige,9
imperial,9
cambridge,9
consumption,9
guanajuato,8
ruiz,8
excavation,8
consistent,8
sources,8
argue,8
investigations,8
possible,8
throughout,8
storage,8
even,8
castro,8
teotihuacanos,8
networking,8
una,8
â,8
archeological,8
had,8
complexes,8
sedentary,8
pereira,8
produced,8
gallut,8
wealth,8
example,8
issues,8
memoria,8
excavated,8
buildings,8
family,8
notes,8
provided,8
healan,8
southern,8
religious,8
culture,8
reports,8
subsistence,8
published,8
temples,8
norms,8
polities,8
another,8
extended,8
epiclásico,8
made,8
assemblages,8
ö,8
identity,8
sequence,8
products,8
latter,8
relative,8
attention,8
institutions,8
complexity,8
physical,8
capital,8
cities,8
historical,8
distribution,8
role,8
indians,8
although,8
smaller,8
involving,8
building,8
boca,7
offerings,7
second,7
conquest,7
ethnoarchaeological,7
being,7
garcía,7
pollard,7
cholula,7
harvey,7
there,7
classified,7
dd,7
rethinking,7
kingdoms,7
eastern,7
crc,7
fl,7
activity,7
resources,7
diversity,7
análisis,7
tarascan,7
oxford,7
online,7
actividad,7
developed,7
burials,7
shell,7
old,7
origins,7
albuquerque,7
beyond,7
strategy,7
suggested,7
lived,7
estudios,7
shared,7
raton,7
because,7
brambila,7
data,7
ethnohistory,7
apparent,7
gender,7
northern,7
winter,7
faugère,7
working,7
useful,7
ethnicity,7
bone,7
small,7
several,7
coast,7
core,7
van,7
noble,7
expansion,7
housework,7
williams,7
time,7
centre,7
existing,7
project,7
differentiation,7
understanding,7
ethnic,7
processes,7
open,7
clear,7
authors,7
tecpan,7
redonda,7
usually,7
lines,7
dimensions,7
descent,7
yautepec,7
implications,7
earliest,7
known,7
temple,7
defining,7
migration,7
current,7
what,7
terms,7
making,7
plants,7
ejutla,7
theory,7
socioeconomic,7
became,7
webb,7
models,7
years,7
approximately,7
ortiz,7
focus,7
broader,7
wilk,7
if,6
academic,6
durante,6
dumbarton,6
modern,6
grove,6
chapdelaine,6
mexicaines,6
materials,6
great,6
potentially,6
reproduction,6
darras,6
system,6
point,6
estudio,6
unpublished,6
identities,6
collapse,6
urbanization,6
http,6
walls,6
after,6
flexible,6
entre,6
ceramics,6
possibly,6
under,6
essays,6
found,6
commoners,6
occupation,6
habitacionales,6
oaks,6
own,6
chemistry,6
josé,6
method,6
rodríguez,6
arqueología,6
materiales,6
millón,6
tilcajete,6
inomata,6
single,6
thesis,6
deities,6
others,6
barber,6
contemporary,6
sullivan,6
men,6
axes,6
homenaje,6
lohse,6
local,6
producción,6
deposits,6
ethnology,6
cultura,6
xalla,6
vida,6
housed,6
platforms,6
transformations,6
independent,6
chance,6
palenque,6
primarily,6
differentiated,6
calnek,6
must,6
terraciano,6
ciudadela,6
oztoyahualco,6
did,6
teposcolula,6
advances,6
barajas,6
whether,6
her,6
universe,6
terminal,6
formation,6
examples,6
integration,6
themselves,6
gis,5
entities,5
possessed,5
oriented,5
food,5
crafting,5
ma,5
intermittent,5
favor,5
popocatepetl,5
du,5
www,5
modest,5
valle,5
eruption,5
tradition,5
governance,5
religion,5
last,5
coordinated,5
études,5
watanabe,5
compelling,5
palacio,5
castanzo,5
very,5
relaciones,5
tribute,5
regarding,5
centralized,5
incense,5
calpolli,5
turn,5
elements,5
items,5
divisions,5
moctezuma,5
left,5
fash,5
networks,5
terrace,5
section,5
netting,5
phases,5
civilization,5
high,5
floor,5
derived,5
contributions,5
elsewhere,5
xerophytic,5
frequently,5
agricultural,5
surface,5
tarascans,5
mapping,5
near,5
handbook,5
buried,5
excellent,5
however,5
sarro,5
sedentism,5
nichols,5
tlamimilolpa,5
significantly,5
tombs,5
northwest,5
water,5
lifeways,5
legacy,5
sense,5
field,5
exclusionary,5
spanish,5
highly,5
famsi,5
resistance,5
florida,5
cacaxtla,5
sitio,5
valuable,5
natural,5
therefore,5
mixteca,5
arrangement,5
ceremonial,5
populations,5
strategic,5
relationship,5
arrangements,5
times,5
kowalewski,5
culturales,5
français,5
fact,5
scholars,5
náhuatl,5
together,5
diverse,5
nucleated,5
pillsbury,5
distributions,5
antropologia,5
present,5
unit,5
coloquio,5
recursos,5
range,5
approach,5
trade,5
abundant,5
martin,5
centraméricaines,5
topics,5
white,5
division,5
pohl,5
lesure,5
chalcatzingo,5
suggestive,5
maceachern,5
gonzalbo,5
detailed,5
figurine,5
minoan,5
christie,5
variable,5
series,5
león,5
comparison,5
patios,5
costin,5
cultures,5
escalante,5
taube,5
primary,5
altars,5
imágenes,5
better,5
places,5
america,5
diversified,5
proceedings,5
volcanic,5
ones,5
laguna,5
intensification,5
migeon,5
org,5
attached,5
our,5
chemical,5
socially,5
otumba,5
haines,5
departamento,5
nucleation,5
gainesville,5
should,5
roles,5
introduction,4
alcántara,4
identify,4
diversification,4
tierras,4
former,4
before,4
lowlands,4
áreas,4
themes,4
bloodletting,4
licenciatura,4
arqueológicos,4
feature,4
situ,4
principal,4
prior,4
sixteenth,4
burning,4
tayata,4
bottom,4
along,4
identifies,4
soto,4
chiconautla,4
component,4
spectrum,4
attest,4
cooperate,4
santa,4
price,4
z,4
reacomodos,4
compared,4
publications,4
like,4
costa,4
toltec,4
preclásico,4
primera,4
elaborate,4
centered,4
organizing,4
landscape,4
levels,4
conjunto,4
environments,4
supplement,4
connected,4
kilns,4
possess,4
symbols,4
plaza,4
empires,4
prehistory,4
intensive,4
clearly,4
aguirre,4
argued,4
four,4
show,4
alta,4
recovered,4
additional,4
peru,4
cotidiana,4
plenum,4
xaltocan,4
providing,4
view,4
termination,4
behavioral,4
conspicuous,4
residencial,4
halperin,4
honoring,4
oklahoma,4
though,4
accordingly,4
recently,4
required,4
hicks,4
hierarchies,4
spheres,4
cuicuilco,4
bc,4
gudiño,4
casa,4
largas,4
patterning,4
jeffrey,4
overview,4
realm,4
increasingly,4
perishable,4
stanford,4
memoirs,4
pluckhahn,4
applicability,4
gonlin,4
lind,4
loci,4
mogote,4
pattern,4
conceptualizations,4
indicative,4
located,4
demográficos,4
interdependence,4
above,4
estado,4
make,4
interactions,4
lockhart,4
settings,4
adapted,4
about,4
elaboration,4
suited,4
makes,4
serve,4
chronology,4
orange,4
department,4
noted,4
hernández,4
children,4
variation,4
bell,4
external,4
anthropologist,4
ground,4
native,4
belief,4
masl,4
driessen,4
valleys,4
commercialized,4
cañada,4
significant,4
aesthetics,4
