WORDCOUNTS,WEIGHT
and,1512
of,1201
the,1124
in,904
a,484
m,308
to,305
e,266
pp,261
j,236
university,222
press,203
d,194
maya,192
for,185
g,180
that,179
eds,179
p,178
social,175
as,171
political,166
l,149
economy,133
r,128
s,125
economic,124
de,123
mexico,123
c,116
power,112
new,112
on,110
mesoamerica,105
t,102
exchange,101
by,99
b,98
is,98
production,96
ritual,93
american,91
ancient,91
at,87
or,87
are,84
ed,83
cambridge,82
k,82
which,81
archaeological,80
mesoamerican,77
from,77
anthropology,76
w,76
classic,75
archaeology,74
these,73
this,72
f,72
smith,72
with,72
h,67
world,66
systems,65
their,63
an,63
la,57
economies,55
goods,54
have,54
feinman,53
york,50
i,49
res,49
springer,49
archaeol,48
cultural,48
city,48
be,48
aztec,46
elite,46
it,45
societies,45
y,45
through,45
studies,44
en,44
theory,44
research,43
consumption,43
postclassic,42
models,42
brumfiel,41
such,41
guatemala,41
prehispanic,39
society,39
material,39
relations,38
were,38
berdan,37
journal,37
prestige,37
agency,36
not,36
other,35
system,35
department,35
craft,35
can,35
approaches,34
el,34
schortman,34
earle,34
urban,34
they,33
complex,33
antiquity,33
dissertation,33
ph,33
state,32
some,32
how,32
because,32
et,32
core,32
valley,32
late,31
anthropological,31
periphery,31
salt,31
early,31
central,30
development,30
perspective,30
n,30
more,30
v,30
elites,30
among,30
ca,30
washington,29
may,28
evolution,28
perspectives,28
resources,27
labor,27
culture,27
between,27
lake,27
one,26
clark,26
utah,26
wealth,26
been,26
belize,26
interaction,26
dc,25
mcanany,25
work,25
also,25
blanton,25
prehistory,25
women,24
no,24
organization,24
however,24
others,24
use,24
obsidian,24
pottery,24
analysis,24
finance,24
role,24
process,23
gift,23
regional,23
where,23
trade,23
while,23
way,22
ways,22
household,22
feasts,22
southern,22
see,22
study,22
recent,22
contexts,21
products,21
approach,21
value,21
al,21
ceramic,21
distribution,21
has,20
hirth,20
change,20
activities,20
management,20
joyce,20
over,20
current,20
states,20
meaning,19
market,19
review,19
relationships,19
scarborough,19
was,19
specialization,19
inomata,19
important,19
aspects,19
example,19
los,19
hayden,19
civilization,19
community,19
water,19
feasting,19
anthropologist,19
complexity,19
america,19
institute,19
evidence,19
chicago,19
history,18
rathje,18
latin,18
freidel,18
masson,18
del,18
communities,18
lowland,18
but,18
strategies,18
values,18
structure,18
different,18
lowlands,17
politics,17
processes,17
behavior,17
thus,17
objects,17
resource,17
albuquerque,17
honduras,17
prehistoric,17
london,17
status,17
action,17
who,17
control,17
nicholas,16
groups,16
kinds,16
archaeologists,16
pittsburgh,16
items,16
ma,16
hendon,16
its,16
about,16
helms,16
many,16
gender,16
food,16
california,16
theoretical,16
moral,16
agriculture,16
investigaciones,15
those,15
papers,15
oaxaca,15
hierarchy,15
stark,15
well,15
used,15
model,15
identity,15
socially,15
manufacture,15
inequality,14
symbolic,14
nelson,14
robb,14
view,14
irrigation,14
hodge,14
redistribution,14
texas,14
formative,14
copan,14
individuals,14
period,14
southwest,14
often,14
both,14
multiple,14
altamira,13
walnut,13
implications,13
debt,13
case,13
west,13
than,13
oxford,13
certain,13
creek,13
symbols,13
austin,13
cores,13
dumbarton,13
nichols,13
concept,13
dietler,13
oaks,13
chase,13
ethnographic,13
demarest,13
empire,13
producción,13
argues,13
terms,13
renfrew,12
take,12
sacred,12
cases,12
arqueológicas,12
emergence,12
fox,12
could,12
economics,12
academic,12
networks,12
teotihuacan,12
knowledge,12
during,12
staple,12
comparative,12
understanding,12
region,12
especially,12
hierarchical,12
wells,12
association,12
nacional,12
historical,12
what,12
peripheries,12
instituto,11
into,11
materials,11
sources,11
investigations,11
laporte,11
méxico,11
royal,11
religious,11
rather,11
escobedo,11
subsistence,11
beyond,11
out,11
lecount,11
place,11
interregional,11
yucatan,11
veracruz,11
ideology,11
areas,11
individual,11
simposio,11
institution,11
relationship,11
practices,11
kepecs,10
center,10
wolf,10
context,10
along,10
surplus,10
circulation,10
served,10
polanyi,10
plenum,10
basin,10
access,10
altroy,10
monaghan,10
data,10
people,10
structures,10
smithsonian,10
san,10
technology,10
historia,10
diverse,10
pennsylvania,10
patterns,10
do,10
polities,10
michoacán,10
provides,10
northern,10
parsons,10
agents,10
carrasco,10
las,10
lesure,10
wiessner,10
integration,10
mccafferty,10
arizona,10
two,9
introduction,9
ana,9
boulder,9
populations,9
there,9
pa,9
since,9
sanders,9
gillespie,9
philadelphia,9
productive,9
acquisition,9
civilizations,9
arqueología,9
situations,9
most,9
mayas,9
based,9
centers,9
record,9
northwest,9
douglas,9
rise,9
museum,9
va,9
useful,9
houston,9
arlington,9
zacatecas,9
local,9
including,9
households,9
valued,9
sometimes,9
examine,9
aggrandizers,9
isaac,9
practice,9
domestic,9
carbondale,9
southeastern,9
village,8
marcus,8
necessarily,8
first,8
within,8
sabloff,8
dynamic,8
framework,8
tribute,8
human,8
past,8
price,8
