WORDCOUNTS,WEIGHT
the,1262
and,1111
of,995
in,673
a,491
to,435
that,354
is,275
are,159
on,143
this,133
as,132
world,132
p,128
s,126
j,122
press,120
for,119
wsa,118
or,113
not,105
pp,104
system,103
university,102
be,101
an,99
hall,99
we,97
from,97
with,89
it,88
they,88
m,88
social,86
e,85
by,82
d,80
new,78
eds,77
archaeology,74
at,71
states,71
he,70
these,70
which,69
but,67
history,65
t,65
ed,65
have,64
other,62
between,62
more,58
c,57
some,57
change,57
theory,56
g,55
r,55
their,55
how,54
many,54
research,53
kardulias,52
b,50
one,49
core,49
ancient,49
kohl,48
archaeol,48
smith,48
analysis,48
archaeological,47
res,47
springer,47
trade,46
can,46
there,45
journal,45
also,44
was,43
n,43
age,43
f,43
areas,43
interaction,43
wallerstein,42
k,41
see,41
parkinson,41
w,40
both,40
archaeologists,39
has,39
american,38
into,38
processes,38
cambridge,38
further,37
evolution,37
what,37
state,36
incorporation,36
societies,35
use,35
systems,35
often,35
berdan,34
exchange,34
modern,33
local,33
peripheries,33
l,32
its,32
do,32
frontiers,32
his,31
bronze,31
different,31
md,31
perspective,30
empirical,30
peripheral,30
h,29
central,29
such,29
used,29
about,29
only,29
global,29
periphery,29
may,28
approaches,28
especially,28
historical,28
first,27
political,27
study,27
boundaries,27
were,27
aegean,27
various,26
contact,25
work,25
concept,25
lanham,25
sherratt,25
argue,25
goods,25
all,24
development,24
interactions,24
perspectives,24
useful,24
peoples,24
east,24
early,24
york,23
process,23
two,23
does,22
production,22
europe,22
issues,22
approach,22
argues,22
frank,22
time,22
tribal,22
been,22
past,22
our,22
ways,21
point,21
mesoamerican,21
relations,21
than,21
rather,21
galaty,21
littlefield,21
questions,21
theoretical,21
would,21
who,21
over,21
key,21
while,21
rowman,21
greaves,20
second,20
issue,20
rise,20
others,20
postclassic,20
so,20
paradigm,20
conditions,20
networks,20
studies,19
i,19
those,19
could,19
out,19
et,19
mediterranean,19
notes,19
economic,19
expansion,19
chew,19
frontier,19
prehistory,19
dark,19
among,19
city,18
west,18
even,18
important,18
term,18
network,18
why,18
then,18
here,18
anthropology,18
when,18
formation,18
much,18
if,17
human,17
general,17
most,17
comparative,17
discussion,17
regions,17
science,17
might,16
within,16
america,16
empires,16
had,16
cores,16
near,16
because,16
society,16
al,16
volume,16
empire,16
problems,16
practice,16
through,16
evidence,16
mesoamerica,15
cycles,15
kristiansen,15
review,15
paper,15
changes,15
globalization,15
zone,15
cultural,15
wst,15
bc,15
london,15
several,15
culture,15
model,15
argument,15
note,15
suggests,15
urban,15
chicago,15
lake,15
should,15
now,14
long,14
california,14
context,14
eastern,14
salt,14
stein,14
utah,14
well,14
understanding,14
article,14
anatolia,14
did,14
specific,14
contested,13
asia,13
analyses,13
case,13
resources,13
organization,13
denemark,13
indigenous,13
people,13
regional,13
migration,13
power,13
scholars,13
forms,13
where,13
peripherality,13
another,13
region,13
gills,13
bulk,13
complexity,13
thompson,13
them,13
form,13
ca,13
north,13
groups,12
princeton,12
indeed,12
along,12
century,12
leadership,12
no,12
developed,12
mcneill,12
prehistoric,12
sanderson,12
late,12
cannot,12
data,12
international,12
noted,12
less,12
individual,12
she,12
tribe,12
school,12
any,12
economy,12
information,12
feinman,12
zones,12
introduction,11
large,11
complex,11
nature,11
capitalist,11
collapse,11
third,11
understand,11
example,11
very,11
negotiated,11
southern,11
present,11
routledge,11
original,11
examples,11
become,11
southwest,11
anthropological,11
far,11
antiquity,11
terms,11
sociology,11
institute,11
missed,11
transition,11
major,11
common,10
environmental,10
edu,10
shaped,10
chiefdoms,10
papers,10
since,10
hierarchy,10
santa,10
nonstate,10
http,10
intersocietal,10
van,10
without,10
active,10
white,10
developments,10
old,10
argued,10
beyond,10
uses,10
literature,10
place,10
own,10
presented,10
dyke,10
will,10
ages,10
made,10
theories,10
times,10
structure,10
la,10
somewhat,10
fe,10
each,10
problem,10
cycling,10
differentiation,10
years,10
typically,10
shift,10
tribes,10
develop,10
recent,10
tainter,9
way,9
turchin,9
boulder,9
great,9
nm,9
formulation,9
negotiation,9
millennium,9
barfield,9
schortman,9
similar,9
luxury,9
understood,9
however,9
interregional,9
suggest,9
small,9
using,9
edges,9
make,9
settings,9
single,9
peregrine,9
thought,9
end,9
outside,9
number,9
ecology,9
technologies,9
co,9
period,9
anderson,9
relationship,9
provide,9
ch,9
babones,9
comparison,9
must,9
current,9
synchrony,9
hornborg,9
models,9
area,9
roles,9
address,8
discuss,8
possible,8
exchanges,8
points,8
turn,8
civilization,8
civilizations,8
origins,8
follow,8
based,8
ann,8
competing,8
v,8
during,8
either,8
least,8
arbor,8
short,8
brief,8
light,8
insights,8
critiques,8
fact,8
man,8
monographs,8
mycenaean,8
asian,8
semiperipheral,8
like,8
northern,8
european,8
pristine,8
control,8
cultures,8
better,8
always,8
role,8
finally,8
obvious,8
elites,8
fur,8
kepecs,7
kinds,7
western,7
secondary,7
borders,7
precisely,7
irows,7
marcher,7
ability,7
friedman,7
mexico,7
transformations,7
links,7
basic,7
dialogue,7
climate,7
result,7
centers,7
noting,7
initial,7
furthermore,7
population,7
applied,7
colonies,7
status,7
good,7
field,7
contrast,7
impacts,7
overall,7
allen,7
still,7
yet,7
opportunities,7
underdevelopment,7
us,7
same,7
ecological,7
modelski,7
larger,7
contemporary,7
degree,7
empirically,7
spread,7
provides,7
mesopotamia,7
capitalism,7
connections,7
oxford,7
chapters,7
five,7
ucr,7
detailed,7
fall,7
articles,7
particularly,7
following,7
eurasia,7
divide,7
assumptions,7
contribute,7
washington,7
association,7
summary,7
straw,7
focus,7
arizona,7
final,6
beckwith,6
later,6
altamira,6
johns,6
marcus,6
before,6
something,6
variety,6
being,6
roman,6
beaujard,6
help,6
sabloff,6
thus,6
tucson,6
eurasian,6
ferguson,6
fried,6
kind,6
ma,6
inoue,6
contributions,6
latter,6
too,6
consequence,6
suggested,6
decades,6
dc,6
found,6
access,6
sedentary,6
war,6
recently,6
explain,6
claim,6
reader,6
part,6
gender,6
discussions,6
whitehead,6
few,6
bridge,6
hopkins,6
up,6
nations,6
initially,6
communities,6
sociocultural,6
boundary,6
baltimore,6
efforts,6
creative,6
discussed,6
landscape,6
polities,6
including,6
significant,6
uruk,6
open,6
three,6
urbanism,6
distinction,6
modifications,6
christian,6
sometimes,6
rethinking,6
began,6
transformation,6
life,6
examine,6
instances,6
lessons,6
series,6
emergence,6
mi,6
places,6
making,6
account,6
annual,6
nj,6
include,6
land,6
need,6
integration,6
effects,6
remains,6
strong,6
doing,6
