WORDCOUNTS,WEIGHT
the,1215
of,938
and,788
in,635
a,315
to,291
settlement,211
that,148
as,146
survey,143
for,126
on,125
mesopotamia,115
early,115
from,111
pp,108
sites,106
have,104
b,102
c,100
is,97
be,95
by,94
wilkinson,93
j,91
or,91
p,86
m,82
such,82
archaeological,78
archaeology,77
s,76
population,76
this,76
were,76
millennium,73
surveys,72
was,69
d,68
are,67
adams,65
may,65
area,65
at,64
et,63
been,62
with,62
but,61
northern,60
more,59
iraq,59
r,57
settlements,56
h,56
tell,55
g,54
regional,54
areas,53
an,51
university,51
eds,50
l,48
syria,48
e,47
mesopotamian,47
period,46
site,45
southern,44
press,44
north,44
t,43
there,43
al,43
which,43
near,42
not,42
during,41
lower,40
has,40
patterns,39
age,38
because,38
jazira,37
ed,37
these,37
islamic,37
plains,37
late,36
also,36
can,36
khabur,35
fig,35
when,35
systems,35
between,35
algaze,34
w,34
small,34
east,33
decline,33
tells,32
record,32
data,32
than,32
it,31
irrigation,31
i,31
chicago,31
other,30
development,30
de,30
k,30
see,30
pattern,30
only,28
use,28
approaches,27
upper,27
research,27
weiss,27
ancient,27
studies,26
oates,26
within,26
part,26
periods,26
bronze,26
although,26
valley,26
some,25
stein,25
alluvial,25
south,25
turkey,25
earlier,25
one,24
journal,24
growth,24
field,24
where,24
euphrates,24
region,24
would,24
over,24
urban,24
land,24
major,24
later,23
communities,23
time,23
years,23
western,22
plain,22
urbanization,22
therefore,22
balikh,22
they,21
into,21
eastern,21
excavations,21
result,21
change,21
new,21
table,21
middle,21
recent,21
along,20
basin,20
hole,20
extensive,20
rural,20
institute,20
large,19
political,19
gibson,19
estimates,19
landscape,19
parts,19
example,19
significant,19
la,19
ubaid,19
both,19
now,18
greater,18
tucker,18
scale,18
oriental,18
around,18
society,18
techniques,18
ceramic,18
provide,18
uruk,18
report,18
neolithic,17
no,17
based,17
however,17
well,17
results,17
f,17
many,17
iran,17
analysis,17
evidence,17
general,16
wright,16
towns,16
hand,16
often,16
series,16
economy,16
cambridge,16
remains,16
much,16
those,15
above,15
scatters,15
trends,15
bulletin,15
preliminary,15
economic,15
less,15
shifts,15
occupied,15
dispersed,15
world,15
du,14
state,14
human,14
phase,14
old,14
evident,14
canal,14
their,14
geyer,14
whereas,14
centers,14
london,14
v,14
probably,14
ii,13
cultivation,13
tigris,13
ha,13
river,13
gasche,13
important,13
pastoral,13
place,13
monchambert,13
anthropology,13
empire,13
cities,13
n,13
leilan,13
sasanian,13
information,13
des,13
recognition,13
occurred,12
being,12
nevertheless,12
nomadic,12
economies,12
intensive,12
project,12
mari,12
halaf,12
bartl,12
canals,12
conducted,11
first,11
all,11
last,11
case,11
irrigated,11
throughout,11
american,11
levels,11
landscapes,11
sedentary,11
zone,11
its,11
lyonnet,11
towards,11
beydar,11
populations,11
hellenistic,11
marginal,11
two,11
projects,11
demographic,11
processes,11
jacobsen,11
so,11
especially,11
babylonia,11
assyrian,11
