WORDCOUNTS,WEIGHT
the,503
of,489
and,306
a,245
to,220
in,203
that,148
is,143
ember,130
we,122
be,114
or,96
for,86
if,75
not,71
from,68
are,68
have,65
may,63
research,60
on,59
it,57
r,57
more,56
with,50
m,49
societies,48
as,47
worldwide,39
an,39
can,39
cultural,36
archaeological,36
studies,35
could,35
by,35
ethnographic,33
other,32
residence,32
one,31
there,31
c,31
s,30
some,30
record,30
but,30
cases,29
relationship,29
than,28
results,28
do,28
complexity,28
this,27
inference,26
about,26
variation,26
g,25
sample,25
which,25
science,25
at,24
most,24
so,24
american,23
study,23
found,23
will,23
all,22
because,22
behavior,22
comparative,22
test,21
archaeologists,21
theory,21
e,20
they,20
society,20
only,20
new,20
variables,20
would,20
w,19
likely,19
culture,19
also,19
region,19
were,19
analysis,19
area,19
foragers,18
hraf,18
data,18
example,18
time,18
when,18
past,18
journal,17
their,17
see,17
you,17
between,17
comparisons,16
scale,16
no,16
types,16
using,16
way,15
such,15
even,15
p,15
l,15
been,15
few,15
different,15
what,15
information,15
d,15
among,15
recent,15
should,15
matrilocal,14
those,14
how,14
b,14
population,14
presence,14
archaeology,14
press,14
our,14
true,13
might,13
j,13
has,13
infer,13
had,13
war,13
inferences,13
causal,13
causes,13
particular,13
database,12
social,12
many,12
these,12
number,12
patrilocal,12
hypotheses,12
art,12
strong,12
anthropology,11
warfare,11
relations,11
was,11
house,11
traits,11
pp,11
us,11
floor,11
use,11
material,11
correlates,11
whiting,10
archaeologically,10
york,10
scales,10
presumed,10
based,10
suggest,10
indicators,10
family,10
community,10
lee,10
findings,10
versus,10
tests,10
provide,10
predict,10
any,10
reprinted,10
variability,10
comparison,10
north,10
now,9
first,9
generalize,9
human,9
site,9
white,9
university,9
suggested,9
mcnett,9
change,9
therefore,9
make,9
present,9
murdock,9
theories,9
described,9
least,9
probably,9
usually,9
know,9
conditions,9
effects,9
predictor,8
inferring,8
political,8
within,8
case,8
items,8
look,8
however,8
well,8
naroll,8
future,8
used,8
et,8
systematic,8
regions,8
statistically,8
settlement,8
always,8
economic,8
index,8
same,8
two,8
anthropologist,8
degree,8
predictors,8
after,8
evolutionary,8
haven,8
who,8
variable,8
known,8
each,8
cultures,8
particularly,8
world,8
almost,8
researchers,8
levinson,8
files,8
measured,8
large,7
kinds,7
h,7
contact,7
help,7
america,7
very,7
ct,7
subsistence,7
statistical,7
typical,7
representative,7
aspects,7
davis,7
small,7
f,7
still,7
ed,7
useful,7
guttman,7
another,7
discussion,7
significant,7
high,7
random,7
often,7
type,7
sociology,7
little,7
crosscultural,7
years,7
although,7
much,7
ayres,6
groups,6
burton,6
history,6
societal,6
divale,6
styles,6
discuss,6
possible,6
winch,6
point,6
dwellings,6
relationships,6
development,6
interest,6
given,6
marriage,6
kung,6
rather,6
mean,6
curvilinear,6
certain,6
just,6
resource,6
winkelman,6
important,6
out,6
bilocal,6
your,6
dwelling,6
basis,6
related,6
its,6
keeley,6
size,6
t,6
indicator,6
san,6
materials,6
patrilocality,6
al,6
patterns,6
tell,6
eds,6
assume,6
features,6
polygyny,6
robbins,6
why,6
permeability,6
then,6
sampling,6
want,6
suggests,6
measure,6
think,6
association,6
does,5
mostly,5
correlation,5
expect,5
mobility,5
live,5
coding,5
primitive,5
agriculture,5
since,5
cohen,5
marital,5
general,5
gathering,5
afterthoughts,5
consider,5
method,5
result,5
relational,5
sites,5
significantly,5
generalizing,5
people,5
own,5
errors,5
tested,5
around,5
bilocality,5
he,5
various,5
religious,5
communities,5
chance,5
fact,5
pattern,5
depopulation,5
likelihood,5
less,5
carneiro,5
problems,5
effect,5
brown,5
here,5
set,5
rainfall,5
sure,5
paper,5
interested,5
did,5
far,5
