WORDCOUNTS,WEIGHT
the,1217
and,1056
of,827
in,566
a,451
de,443
to,251
mexico,203
oaxaca,195
that,192
mixteca,182
m,168
j,145
e,139
la,138
mixtee,126
on,126
at,114
as,114
r,108
y,103
pp,96
nacional,95
with,94
is,93
s,88
historia,88
al,87
en,87
university,85
alta,84
from,84
antropología,84
et,82
joyce,82
for,81
instituto,81
are,73
have,73
valley,72
or,71
was,70
press,68
del,67
l,63
this,63
by,62
el,60
formative,60
these,59
early,59
g,56
spores,56
postclassic,56
c,56
communities,55
social,54
archaeological,54
urban,54
b,53
archaeology,53
an,53
were,52
has,52
their,51
been,51
d,51
studies,49
p,49
eds,48
archaeol,47
res,47
springer,47
anthropology,45
research,45
v,44
region,44
los,44
i,43
jansen,43
n,43
pérez,42
late,42
garcía,41
coixtlahuaca,40
kowalewski,40
viejo,39
k,39
codices,39
robles,39
be,39
they,38
cerro,38
winter,38
urbanism,38
period,38
where,37
caso,37
not,37
households,36
baja,36
van,35
work,35
monte,35
las,35
balkansky,34
mesoamerica,34
survey,34
centers,34
data,34
researchers,34
ancient,34
which,34
political,34
american,33
settlement,33
san,33
also,33
community,32
colonial,32
new,32
it,31
its,31
regional,31
state,31
evidence,31
no,30
rodríguez,30
areas,30
mendoza,29
household,29
cruz,29
mesoamerican,28
coast,28
place,28
ed,28
gutiérrez,28
department,28
settlements,27
history,27
prehispanic,27
lienzo,27
study,27
found,27
río,27
area,27
ñuu,26
verde,26
writing,26
estudios,25
more,25
rio,25
yucundaa,25
site,24
cultural,24
indigenous,24
power,24
doesburg,24
méxico,23
central,23
blomster,23
informe,23
f,23
teposcolula,23
city,23
into,22
production,22
coastal,22
based,22
rivera,22
project,22
dissertation,22
centro,22
h,21
classic,21
guerrero,21
patterns,21
codex,21
middle,21
recent,21
t,20
ph,20
excavations,20
journal,20
regions,20
smith,20
tututepec,20
associated,20
between,20
lower,19
mexicana,19
ritual,19
publications,19
â,19
arqueológico,19
he,19
trade,19
un,19
current,19
environmental,18
complex,18
some,18
santa,18
population,18
flannery,18
society,18
identified,18
ceramic,18
argue,18
them,18
although,18
studied,17
there,17
guzmán,17
organization,17
had,17
ethnohistorical,17
sites,17
part,17
jiménez,17
economic,17
but,17
two,17
barber,17
antiquity,17
monumental,16
latin,16
arqueología,16
however,16
nashville,16
vanderbilt,16
tn,16
documents,16
ñuiñe,16
use,16
cultura,16
different,16
ortiz,16
conducted,15
origin,15
items,15
levine,15
access,15
occupation,15
universidad,15
surrounding,15
projects,15
pattern,15
local,15
documentos,15
construction,15
arqueologia,15
proyecto,15
through,15
interaction,15
investigaciones,14
one,14
those,14
sociopolitical,14
landscape,14
códices,14
style,14
can,14
sobre,14
analysis,14
nochixtlán,14
complexity,14
terraciano,14
report,14
terminal,14
minas,14
among,14
stone,13
ruiz,13
albán,13
mexican,13
ii,13
diego,13
other,13
vol,13
houses,13
importance,13
management,13
erosion,13
recently,13
teotihuacan,13
change,13
around,13
argues,13
paddock,13
vega,13
identity,13
etlatongo,13
heredia,13
pohl,13
capital,13
agricultural,13
sosa,13
workinger,13
built,13
later,12
tayata,12
large,12
emerged,12
rich,12
yucuita,12
terraces,12
ngiwa,12
rincón,12
focused,12
symbols,12
zapotee,12
knowledge,12
people,12
rodriguez,12
still,12
about,12
time,12
model,12
see,12
number,12
una,12
swanton,12
mautner,12
while,12
urcid,12
subject,12
center,11
marcus,11
recorded,11
eastern,11
pueblo,11
sitio,11
most,11
could,11
status,11
espinoza,11
led,11
communal,11
antropologia,11
macroregional,11
three,11
would,11
exchange,11
who,11
changes,11
alban,11
cities,11
historical,11
what,11
w,11
world,11
negro,11
francisco,11
done,10
boulder,10
highland,10
mueller,10
tlaxiaco,10
phase,10
luna,10
york,10
inah,10
emergence,10
record,10
resource,10
basin,10
monaghan,10
long,10
finds,10
mixtéeos,10
materials,10
lienzos,10
forms,10
huamelulpan,10
blanton,10
ethnohistory,10
we,10
johnson,10
códice,10
colorado,10
domestic,10
byland,10
both,10
practices,10
autónoma,10
feinman,10
dzaui,10
ca,10
superiores,9
currently,9
first,9
sources,9
tilantongo,9
case,9
labor,9
highlands,9
developed,9
how,9
form,9
result,9
academic,9
further,9
bc,9
lind,9
heritage,9
southern,9
thesis,9
nature,9
jazmín,9
structures,9
many,9
scholars,9
larger,9
perhaps,9
técnico,9
times,9
terracing,9
xv,9
relationship,9
transformation,9
simposio,9
suggests,9
formation,9
models,9
leiden,9
sectors,9
martínez,9
if,8
available,8
date,8
within,8
king,8
chatino,8
agriculture,8
negotiation,8
unpublished,8
such,8
since,8
reyes,8
nicayuju,8
back,8
terrace,8
even,8
costa,8
yuhuitayu,8
burials,8
monuments,8
argued,8
followed,8
amsterdam,8
austin,8
burial,8
cambridge,8
revealed,8
prominent,8
su,8
issues,8
stanford,8
polity,8
working,8
altepetl,8
small,8
hermann,8
surveyed,8
yet,8
only,8
azoyu,8
efforts,8
zárate,8
sindi,8
years,8
huajuapan,8
ethnic,8
so,8
after,8
broekhoven,8
she,8
foreign,8
teresa,8
environment,8
very,8
past,8
places,8
lejarazu,8
information,8
brockington,8
level,8
arqueológica,8
colleagues,8
boletín,8
tlapa,8
now,7
nochixtlan,7
mapa,7
spencer,7
palomares,7
secondary,7
surveys,7
ad,7
system,7
politics,7
temporada,7
human,7
development,7
rank,7
bernal,7
consejo,7
stratigraphie,7
yanhuitlán,7
communication,7
influence,7
may,7
neff,7
his,7
individuals,7
main,7
across,7
para,7
aniñe,7
societies,7
luxury,7
residential,7
future,7
example,7
approach,7
presented,7
codice,7
stiver,7
villages,7
teozacoalco,7
populations,7
expansion,7
museum,7
continuity,7
outside,7
investment,7
investigated,7
olmec,7
own,7
national,7
colombino,7
knaw,7
obsidian,7
continued,7
provide,7
often,7
when,7
natural,7
anthropological,7
könig,7
ramos,7
texas,7
romero,7
economy,7
prepared,7
land,7
fondo,7
integration,7
tepelmeme,7
defined,7
increased,7
archaic,7
exploraciones,7
carved,6
díaz,6
asentamiento,6
miguel,6
memoria,6
approaches,6
inequality,6
territorial,6
oaxacan,6
licenciatura,6
worked,6
geurds,6
layout,6
suggesting,6
vindobonensis,6
activity,6
far,6
along,6
estudio,6
century,6
find,6
arriba,6
higher,6
acosta,6
oxford,6
process,6
similar,6
evolution,6
river,6
intensive,6
perspective,6
threat,6
show,6
origins,6
escritura,6
called,6
configuration,6
culture,6
near,6
directly,6
lópez,6
gender,6
whole,6
used,6
ethnohistoric,6
personal,6
interpreted,6
suggest,6
desacatos,6
mixtees,6
periods,6
south,6
nava,6
architecture,6
expanded,6
lord,6
tequixtepec,6
reports,6
toward,6
rock,6
monumentality,6
nuu,6
royal,6
material,6
including,6
washington,6
netherlands,6
like,6
escuela,6
topics,6
structure,6
transformations,6
impressive,6
sociedad,6
parmenter,6
series,6
león,6
must,6
known,6
palace,6
tamazulapan,6
works,6
living,6
institute,6
art,6
mixteco,6
reported,6
definitions,6
rulers,6
