WORDCOUNTS,WEIGHT
the,919
of,658
and,560
in,424
to,207
a,174
bronze,166
from,155
yunnan,147
with,98
china,91
as,89
that,83
on,83
these,77
neolithic,71
are,68
have,68
by,67
dian,67
cultural,66
region,66
p,63
bc,62
at,59
archaeology,59
j,58
fig,58
river,57
age,55
is,55
this,51
southwestern,48
sites,48
southeast,48
for,46
asia,43
s,39
pp,39
or,39
archaeol,37
been,37
res,37
springer,37
social,36
drums,36
jinsha,36
be,36
lake,35
relics,35
c,35
central,34
site,34
were,33
et,31
al,31
two,31
an,31
wanjiaba,30
i,30
archaeological,30
regional,29
kaogu,28
metallurgy,28
not,28
culture,27
also,27
between,27
production,26
has,26
vietnam,25
chinese,24
period,24
northern,24
western,23
ypicra,23
asian,23
which,23
wang,23
e,22
their,22
university,22
found,22
guizhou,22
groups,21
zhang,21
emergence,21
societies,21
cambridge,21
chuban,21
higham,21
communities,21
she,21
institute,21
interaction,21
into,20
sichuan,20
distribution,20
ancient,20
along,19
m,19
hilt,19
plateau,19
provincial,19
haimenkou,19
axes,19
ed,19
but,19
valleys,19
polities,19
basins,19
eastern,18
kunming,18
networks,18
shizhaishan,18
wenwu,18
regions,18
graves,18
over,18
cemetery,18
press,18
o,17
han,17
archaeologists,17
political,17
millennium,17
may,17
basin,17
ceramic,17
complexes,17
while,17
redrawn,17
early,17
prehistoric,16
circulation,16
county,16
southern,16
patterns,16
local,16
use,16
southwest,16
middle,16
lower,15
sources,15
dong,15
de,15
century,15
tombs,15
corridor,15
weaponry,15
control,15
goods,15
both,15
copper,15
recent,15
tradition,14
yao,14
li,14
was,14
upper,14
only,14
routes,14
pattern,14
assemblage,14
tin,14
cultures,14
yizhi,14
d,14
history,13
first,13
highland,13
pit,13
distinct,13
developments,13
across,13
most,13
rice,13
molds,13
late,13
its,13
grave,13
where,13
eds,13
discovery,13
range,13
radiocarbon,13
office,13
lacustrine,13
different,13
current,13
drum,13
cist,12
red,12
complex,12
other,12
kan,12
cemeteries,12
development,12
dates,12
research,12
limited,12
yangfutou,12
mortuary,12
exchange,12
iron,12
extent,12
one,11
within,11
qujing,11
implements,11
such,11
however,11
swords,11
interregional,11
shidai,11
more,11
new,11
collected,11
spiral,11
table,11
associated,11
works,11
suggests,11
vessels,11
lijiashan,11
stone,10
second,10
minzu,10
u,10
historical,10
area,10
based,10
zone,10
used,10
wenji,10
during,10
traditions,10
chuxiong,10
museum,10
batatai,10
thailand,10
ware,10
tong,10
forms,10
casting,10
subtropical,10
assemblages,10
trade,10
characterized,10
features,10
earlier,10
complexity,10
spatial,10
daggers,10
prestige,10
son,10
halberds,10
remains,10
zones,10
migration,9
emerged,9
wenhua,9
ad,9
primary,9
excavations,9
communication,9
journal,9
influence,9
lian,9
developed,9
similar,9
k,9
heger,9
transmission,9
chimes,9
near,9
data,9
nu,9
xian,9
polity,9
settlement,9
finds,9
lowland,9
cowrie,9
areas,9
aofengshan,9
v,9
elite,9
ethnic,9
versus,9
xinan,9
fajue,9
include,9
evidence,9
technological,9
should,9
they,8
large,8
textual,8
suggesting,8
kingdom,8
system,8
plains,8
xinshiqi,8
right,8
zhaotong,8
ritual,8
dynamics,8
yang,8
left,8
dadunzi,8
recovered,8
had,8
prefecture,8
artifacts,8
london,8
long,8
south,8
located,8
technology,8
increasingly,8
model,8
road,8
jianchuan,8
weining,8
primarily,8
indicate,8
prehistory,8
lancang,8
did,8
periphery,8
peoples,8
beijing,8
discussion,8
it,7
studies,7
