WORDCOUNTS,WEIGHT
of,547
the,504
and,427
in,314
a,252
to,192
that,122
for,98
archaeological,97
is,87
comparative,72
as,67
cultural,66
ember,66
archaeology,65
be,65
m,60
r,59
evolution,59
comparison,57
are,57
p,54
one,51
research,50
not,50
c,49
with,48
g,47
this,45
s,44
from,44
diachronic,43
peregrine,40
on,40
or,39
j,38
university,38
have,38
these,37
new,37
an,36
been,36
press,36
population,35
has,34
i,33
agriculture,33
more,33
time,33
anthropology,33
but,32
model,32
social,31
ethnology,31
it,30
l,30
method,29
by,29
comparisons,28
causal,28
pp,27
analysis,27
american,26
approaches,26
was,26
can,26
cultures,26
e,25
societies,25
density,25
record,25
change,25
other,25
cambridge,25
early,25
using,24
data,23
d,23
technological,23
human,22
such,22
cases,22
b,22
used,22
world,22
ethnographic,22
table,22
specialization,22
at,21
no,21
variation,21
states,21
york,20
w,20
between,20
studies,19
t,19
political,19
culture,19
also,19
presented,19
h,18
most,18
see,18
evolutionary,18
examine,18
modeling,18
trigger,18
societal,17
their,17
changes,17
n,17
study,17
examples,17
features,17
analogy,17
journal,16
only,16
residence,16
years,16
variables,16
types,16
variable,16
over,16
archaeologists,15
all,15
there,15
state,15
than,15
may,15
example,15
steward,15
archaeoethnology,15
he,15
use,15
which,15
blanton,15
known,15
among,15
history,14
might,14
behavior,14
how,14
similar,14
origins,14
two,14
eds,14
both,14
through,14
earle,14
way,13
its,13
approach,13
were,13
three,13
theory,13
identify,12
childe,12
work,12
patterns,12
we,12
what,12
when,12
processes,11
analyses,11
hierarchy,11
traditions,11
well,11
et,11
mcnett,11
service,11
understanding,11
k,11
science,11
methods,11
past,11
them,11
while,11
models,11
attributes,11
area,11
group,10
fig,10
about,10
his,10
important,10
appear,10
indicators,10
results,10
identified,10
above,10
anthropologist,10
material,10
sequences,10
although,10
whiting,9
into,9
differences,9
those,9
case,9
some,9
thus,9
relationships,9
skalnik,9
organization,9
prehistoric,9
because,9
regions,9
settlement,9
society,9
single,9
interpretation,9
ancient,9
another,9
often,9
provide,9
claessen,9
each,9
antiquity,9
information,9
recent,9
should,9
major,9
does,8
common,8
correlation,8
correlations,8
complex,8
divale,8
review,8
expected,8
wason,8
oxford,8
sample,8
rather,8
war,8
however,8
london,8
gender,8
trends,8
periods,8
religious,8
many,8
al,8
regional,8
power,8
others,8
forms,8
controlling,8
theories,8
historic,8
provides,8
anthropological,8
prehistory,8
here,8
different,8
particularly,8
correlates,8
ca,8
ayres,7
they,7
being,7
conditions,7
simple,7
evaluation,7
since,7
basic,7
direct,7
understand,7
civilizations,7
statistical,7
had,7
identifying,7
could,7
moore,7
degrees,7
order,7
few,7
harris,7
community,7
dwellings,7
technology,7
ed,7
useful,7
areas,7
contemporary,7
do,7
number,7
mexico,7
values,7
current,7
very,7
examining,7
problem,7
freedom,7
outline,7
integration,7
partial,7
mesoamerica,6
archaeologically,6
worldwide,6
warfare,6
collection,6
controlled,6
interest,6
adams,6
ct,6
houses,6
compared,6
cohen,6
interesting,6
process,6
subsistence,6
means,6
coefficients,6
argued,6
presumed,6
problems,6
italics,6
mcneill,6
based,6
focused,6
appears,6
scale,6
statistically,6
annual,6
populations,6
indeed,6
examined,6
parsimonious,6
department,6
v,6
maya,6
classes,6
discussion,6
significant,6
questions,6
like,6
period,6
date,6
bold,6
global,6
whether,6
particular,6
city,6
webb,6
feinman,6
valley,6
north,6
o,5
if,5
determine,5
first,5
attempt,5
analogies,5
tradition,5
broadly,5
origin,5
chiefs,5
primitive,5
robert,5
within,5
illustrate,5
point,5
southwestern,5
development,5
relations,5
employing,5
even,5
burials,5
nelson,5
section,5
ascher,5
suggested,5
binford,5
irrigation,5
found,5
ranking,5
cannot,5
none,5
naroll,5
archaeologist,5
part,5
purpose,5
employed,5
several,5
will,5
critical,5
techniques,5
communities,5
floor,5
noted,5
stones,5
toward,5
shows,5
lack,5
scholars,5
temples,5
where,5
less,5
perhaps,5
explicitly,5
made,5
samples,5
causes,5
ceremonies,5
wylie,5
spread,5
so,5
general,5
versus,5
haven,5
evaluated,5
who,5
dissertation,5
series,5
alternative,5
column,5
natural,5
control,5
clearly,5
better,5
phd,5
economy,5
cause,5
murdock,5
urban,5
generalizable,5
little,5
interaction,5
focus,5
hypothesis,5
large,4
prime,4
second,4
ways,4
presents,4
princeton,4
test,4
explaining,4
kent,4
seems,4
words,4
principles,4
europe,4
together,4
matrilocal,4
chiefdoms,4
discipline,4
similarities,4
primary,4
household,4
along,4
walnut,4
oaxaca,4
historically,4
against,4
fischer,4
old,4
clark,4
kentucky,4
employ,4
civilization,4
square,4
importance,4
creek,4
white,4
space,4
reason,4
house,4
plenum,4
providing,4
scaling,4
sanderson,4
handbook,4
recently,4
yoffee,4
sites,4
taxes,4
casting,4
edn,4
wittfogel,4
overview,4
fit,4
systematic,4
stanford,4
good,4
mesopotamia,4
ratios,4
field,4
suggest,4
generally,4
gould,4
f,4
led,4
practices,4
various,4
scientific,4
site,4
once,4
same,4
performed,4
efforts,4
idea,4
pattern,4
external,4
conclusions,4
establish,4
banner,4
routledge,4
polities,4
empirically,4
exploring,4
carneiro,4
range,4
findings,4
empirical,4
hypotheses,4
california,4
trade,4
clear,4
interpret,4
would,4
causally,4
synchronie,4
serial,4
households,4
thomas,4
especially,4
comparing,4
systems,4
become,4
files,4
allison,4
brown,4
relationship,4
bureau,4
complexity,4
thousand,4
set,4
paper,4
seem,4
historical,4
works,4
living,4
type,4
unique,4
terms,4
property,4
nj,4
became,4
publishers,4
adapted,4
allows,4
question,4
argues,4
evidence,4
colleagues,4
seeks,4
specific,4
johnson,4
ownership,4
entire,4
strong,4
arizona,4
autocorrelation,4
frequent,3
given,3
later,3
altamira,3
environmental,3
stone,3
true,3
hoarding,3
largely,3
modern,3
trace,3
unlike,3
lowlands,3
foragers,3
specifically,3
ii,3
give,3
attempts,3
spencer,3
producing,3
religion,3
represent,3
somewhat,3
nomadic,3
globe,3
evolutionists,3
historians,3
iv,3
possible,3
reaction,3
stratigraphy,3
kuper,3
genetic,3
exist,3
frequencies,3
dynamics,3
objective,3
realized,3
conducted,3
underlying,3
perspective,3
mover,3
egypt,3
compare,3
find,3
nonmaterial,3
kidder,3
aimed,3
across,3
