WORDCOUNTS,WEIGHT
and,1217
of,1169
the,1068
in,767
a,381
archaeology,266
j,247
m,247
to,246
new,231
polynesian,230
kirch,184
island,184
d,180
on,175
islands,168
polynesia,164
i,163
zealand,163
archaeological,152
s,149
journal,148
p,141
c,140
for,135
from,128
et,124
g,118
pacific,117
prehistoric,116
v,114
de,113
r,111
pp,109
l,102
as,102
al,101
t,91
eds,90
prehistory,86
society,86
easter,85
that,84
hawaiian,84
weisler,81
hawai,76
an,76
oceania,75
anderson,74
have,74
e,73
university,71
w,71
f,71
research,70
b,69
at,68
sites,62
settlement,62
has,62
by,58
no,57
culture,56
h,55
studies,54
change,54
ed,53
lapita,52
with,52
eastern,51
been,50
la,49
site,48
social,48
springer,48
kahn,46
clark,46
or,46
green,46
human,45
such,45
perspectives,45
evidence,45
leach,44
is,44
des,44
history,42
burley,40
press,39
auckland,38
this,38
fiji,38
interaction,38
o,37
cultural,37
early,37
asian,36
exchange,36
more,35
cook,35
western,34
french,34
sand,33
science,33
are,33
into,32
k,32
anthropology,32
steadman,31
walter,31
conte,31
allen,31
davidson,31
data,30
its,30
chronology,30
we,30
los,29
osos,29
field,29
analysis,29
dickinson,29
agricultural,29
household,28
their,28
house,28
these,28
graves,28
foundation,28
association,28
recent,28
within,27
also,27
including,27
radiocarbon,27
antiquity,27
oceanic,27
american,26
en,26
organization,26
was,26
production,25
proceedings,25
rolett,25
use,25
ladefoged,25
be,25
environmental,24
monograph,24
east,24
study,24
marquesas,24
stevenson,24
world,24
maui,24
archaeologists,23
orliac,23
patterns,23
systems,23
national,23
remains,23
between,23
some,22
than,22
tonga,22
société,22
irwin,22
samoa,22
international,22
late,22
work,22
archéologie,22
le,22
southern,22
other,22
over,22
colonization,22
du,21
n,21
several,21
lee,21
time,21
sequence,21
california,21
not,21
historical,21
case,20
fish,20
birds,20
hunt,20
mangareva,20
past,20
kahikinui,19
review,19
out,19
y,19
approach,19
department,19
morin,19
variation,19
native,19
which,19
dating,19
current,19
complex,18
unpublished,18
excavations,18
mangaia,18
landscapes,18
south,18
voyaging,18
model,18
years,18
publication,18
kolb,18
domestic,18
while,18
both,18
through,18
maori,18
