WORDCOUNTS,WEIGHT
the,701
and,600
of,571
in,412
archaeology,275
a,206
to,166
pp,118
j,109
cambridge,109
m,96
is,96
university,93
that,88
for,83
c,80
archaeological,79
eds,78
s,77
ed,73
this,69
r,67
past,67
press,65
as,61
i,54
social,54
are,54
has,53
postprocessual,52
on,50
tilley,47
be,46
hodder,45
by,44
theory,44
an,43
critical,43
p,41
london,41
these,40
b,39
with,39
gender,38
from,38
t,37
thomas,37
american,35
culture,35
material,35
g,34
oxford,34
women,32
new,32
not,32
have,32
d,31
approaches,30
it,28
power,28
can,28
ideology,27
historical,27
at,26
no,26
l,26
their,26
present,26
meaning,25
how,25
preucel,25
we,25
review,24
practice,24
processual,24
leone,24
h,23
feminism,23
w,23
gero,23
archaeologies,23
anthropology,23
rowlands,22
yates,21
its,21
society,21
antiquity,21
symbolic,21
history,20
some,20
basil,20
ways,20
prehistory,20
k,20
southern,20
but,20
different,20
within,19
critique,19
example,19
approach,19
unwin,19
condition,19
neolithic,18
blackwell,18
conkey,18
which,18
structuralism,18
feminist,18
hyman,18
baker,17
was,17
poststructuralism,17
structural,17
more,17
science,17
bapty,17
writing,17
they,16
relations,16
work,16
discourse,16
interpretive,16
world,16
between,16
miller,15
center,15
context,15
occasional,15
handsman,15
shanks,15
what,15
illinois,15
recent,15
college,14
one,14
age,14
knowledge,14
investigations,14
research,14
routledge,14
current,14
f,13
about,13
or,13
other,13
knowing,13
after,13
state,13
paper,13
while,13
multiple,13
into,12
kristiansen,12
rather,12
his,12
view,12
barrett,12
mcguire,12
questions,12
three,12
analysis,12
sciences,12
e,11
engendering,11
studies,11
production,11
david,11
lampeter,11
frameworks,11
also,11
patterson,11
political,11
been,11
spriggs,11
carbondale,11
st,11
hermeneutic,11
states,11
renfrew,10
than,10
york,10
process,10
argued,10
most,10
prehistoric,10
because,10
artifacts,10
things,10
scholars,10
do,10
upon,10
were,10
systems,10
who,10
bronze,10
resistance,10
marxist,10
trigger,10
position,9
europe,9
bender,9
societies,9
method,9
issues,9
own,9
berg,9
watson,9
anthropologist,9
another,9
expression,9
theoretical,9
united,9
anthropological,9
conference,9
through,9
role,9
debate,9
first,8
archaeologists,8
papers,8
politics,8
journal,8
marxism,8
thought,8
postmodern,8
n,8
important,8
binford,8
character,8
uses,8
out,8
however,8
et,8
change,8
second,8
only,8
others,8
many,8
feminists,8
interpretations,8
britain,8
structure,8
perspectives,8
any,8
potter,8
particularly,8
both,8
johnson,8
now,7
currently,7
inequality,7
experience,7
kohl,7
nature,7
account,7
interest,7
may,7
study,7
space,7
paynter,7
radical,7
cultural,7
washington,7
towards,7
hermeneutics,7
domination,7
al,7
two,7
heritage,7
toward,7
analytical,7
v,7
use,7
evolution,7
wylie,7
seen,7
class,7
habermas,7
several,7
text,7
contextual,7
living,7
her,7
our,7
formation,7
philosophy,7
association,7
early,7
brumfiel,6
truth,6
there,6
those,6
reading,6
case,6
america,6
ritual,6
traditions,6
annapolis,6
recently,6
used,6
structures,6
order,6
practices,6
site,6
department,6
critiques,6
time,6
considerable,6
man,6
spector,6
understanding,6
mortuary,6
largely,6
epistemology,6
capitalism,6
european,6
associated,6
earle,6
terms,6
images,6
roles,6
ancient,5
modern,5
ian,5
postprocessualism,5
contexts,5
being,5
england,5
differences,5
reproduction,5
discipline,5
human,5
scottish,5
gilman,5
paleolithic,5
beyond,5
dc,5
agenda,5
term,5
focused,5
cannot,5
people,5
interests,5
analytic,5
scientific,5
processualism,5
interpretation,5
all,5
olsen,5
indian,5
foucault,5
contemporary,5
interpreting,5
exploring,5
examples,5
writings,5
meanings,5
especially,5
attention,5
program,5
often,5
epistemologies,5
series,5
peoples,5
alternative,5
exploration,5
following,5
economy,5
proceedings,5
varieties,5
representation,5
national,5
finally,5
explanation,5
include,5
materialism,5
little,5
strong,5
should,5
does,4
zuni,4
sheffield,4
schools,4
authority,4
analytics,4
relativism,4
processes,4
attempts,4
written,4
brittany,4
seminar,4
such,4
point,4
relationships,4
development,4
objective,4
friedman,4
awl,4
developments,4
perspective,4
response,4
sets,4
joan,4
certain,4
domestication,4
boone,4
dialogue,4
white,4
productive,4
ideologies,4
upper,4
late,4
academic,4
further,4
public,4
basis,4
dilemmas,4
data,4
future,4
related,4
project,4
dakota,4
spaulding,4
annual,4
ot,4
value,4
müller,4
reconstruction,4
parker,4
same,4
rise,4
museums,4
layton,4
challenge,4
mark,4
joyce,4
existing,4
norwegian,4
seminars,4
native,4
recover,4
identity,4
so,4
tribal,4
northern,4
institution,4
widely,4
me,4
she,4
saami,4
then,4
each,4
argue,4
nationalist,4
u,4
art,4
leicester,4
subject,4
simply,4
colonial,4
argument,4
actively,4
although,4
cognitive,4
seeks,4
area,4
madison,3
concerned,3
germany,3
group,3
systematically,3
poststructuralists,3
duke,3
bahn,3
chacmool,3
frankfurt,3
beaudry,3
cobb,3
definition,3
together,3
producing,3
narrative,3
meg,3
stand,3
concepts,3
sociopolitical,3
takes,3
anthropologists,3
key,3
draw,3
dynamics,3
possible,3
activity,3
reaction,3
move,3
regards,3
janet,3
labor,3
central,3
iron,3
due,3
kirk,3
jr,3
ferguson,3
positivism,3
pessimistic,3
back,3
body,3
modernity,3
networks,3
explore,3
drawn,3
developed,3
bintliff,3
megalithic,3
active,3
michel,3
possess,3
selected,3
means,3
objects,3
kehoe,3
democratic,3
origins,3
bere,3
requires,3
calgary,3
decades,3
could,3
begun,3
lived,3
quandaries,3
embedded,3
equally,3
though,3
moore,3
walde,3
record,3
explored,3
poststructural,3
scene,3
well,3
claassen,3
part,3
later,3
pasts,3
positions,3
aztec,3
status,3
visions,3
my,3
good,3
sense,3
working,3
wandsnider,3
sharp,3
long,3
small,3
cowgill,3
few,3
smithsonian,3
industry,3
massachusetts,3
using,3
pearson,3
he,3
ana,3
architecture,3
action,3
economic,3
single,3
museum,3
serve,3
reports,3
sherratt,3
members,3
paul,3
death,3
experienced,3
expose,3
consideration,3
areas,3
minnesota,3
debates,3
androcentrism,3
forms,3
model,3
shown,3
richards,3
michael,3
perhaps,3
original,3
analyzed,3
technologies,3
meaningful,3
made,3
range,3
elite,3
empirical,3
ideas,3
recovery,3
individuals,3
theories,3
students,3
significance,3
quests,3
held,3
individual,3
like,3
standard,3
exchange,3
internal,3
walsh,3
examines,3
queyash,3
provide,3
ironically,3
male,3
institutions,3
contribution,3
life,3
fields,3
school,3
growing,3
must,3
needs,3
constituted,3
constructed,3
north,3
willows,3
over,3
control,3
merriman,3
best,3
contradictory,3
mcdonald,3
examining,3
beginning,3
explanations,3
form,3
making,3
particular,3
metaphor,3
pacific,3
institute,3
produce,3
tag,3
much,3
sabloff,3
goals,3
conditions,3
peru,3
kus,3
instead,3
consumption,3
defined,3
archaic,3
observation,3
potential,3
schiffer,3
themselves,3
scholarship,3
texts,3
views,3
divergent,3
focus,3
taylor,3
here,3
inca,3
prefer,2
evaluations,2
if,2
adopt,2
generated,2
groups,2
created,2
dangers,2
tenet,2
introduction,2
needed,2
agency,2
myth,2
tend,2
essays,2
merged,2
bias,2
spirit,2
althusser,2
acceptance,2
western,2
excavation,2
hegemony,2
presents,2
promote,2
rosemary,2
cross,2
academia,2
ethics,2
said,2
either,2
explaining,2
philosophers,2
textual,2
medieval,2
give,2
might,2
address,2
attempt,2
possibilities,2
continue,2
tradition,2
products,2
take,2
real,2
expansion,2
last,2
chiefdoms,2
robert,2
rethinking,2
british,2
issue,2
advocates,2
task,2
constraint,2
agriculture,2
vol,2
implies,2
