WORDCOUNTS,WEIGHT
of,508
the,505
and,451
theory,408
in,327
to,250
is,188
a,180
formation,169
s,142
that,135
as,128
p,126
it,123
binford,112
archaeology,111
general,105
not,86
archaeological,84
for,81
pp,79
but,77
this,68
be,64
merton,60
record,59
schiffer,59
from,57
with,54
j,52
press,51
are,50
its,47
cultural,46
or,46
past,46
m,44
by,44
more,43
an,42
we,42
on,40
behavior,39
archaeologists,38
university,36
material,36
what,36
no,34
r,34
use,33
g,32
also,31
can,31
american,30
which,30
l,30
his,29
theoretical,29
d,29
at,28
shott,28
new,28
some,27
status,27
processes,27
their,26
theories,26
role,26
c,26
e,25
one,24
eds,24
particular,24
if,23
they,23
method,22
research,22
view,21
different,21
cambridge,21
have,21
between,21
than,20
important,20
goodyear,20
mills,20
how,19
was,19
term,19
because,19
ed,19
only,19
both,19
there,18
context,18
raab,18
york,18
b,18
most,18
he,18
social,18
see,18
so,18
meaning,17
has,17
organization,17
sociological,17
assemblage,17
would,17
independent,17
must,17
argued,17
h,16
interest,16
inference,16
many,16
were,16
bettinger,15
such,15
body,15
journal,15
w,15
empirical,15
wylie,15
antiquity,15
just,15
should,15
theoiy,14
i,14
may,14
used,14
views,14
against,13
importance,13
study,13
clarke,13
critical,13
indeed,13
about,13
yet,13
same,13
other,13
science,13
life,13
then,13
practice,13
studies,12
all,12
academic,12
perhaps,12
structure,12
trigger,12
complex,11
our,11
dunnell,11
nature,11
behavioral,11
hodder,11
site,11
directly,11
et,11
change,11
another,11
understanding,11
k,11
anthropology,11
paper,11
cultures,11
much,11
sabloff,10
thus,10
too,10
requires,10
called,10
cannot,10
however,10
anthropological,10
scientific,10
time,10
like,10
domains,10
regard,10
merely,10
sociology,10
difference,10
reconstruction,9
similar,9
prehistory,9
n,9
culture,9
moore,9
work,9
example,9
t,9
good,9
identified,9
interpretation,9
others,9
do,9
relevant,9
assemblages,9
keene,9
peebles,9
who,9
any,9
them,9
size,9
remains,9
observation,9
does,8
approaches,8
first,8
differences,8
substantive,8
case,8
domain,8
even,8
rather,8
process,8
concept,8
saitta,8
cowgill,8
concern,8
least,8
why,8
analysis,8
independence,8
itself,8
tschauner,8
did,8
current,8
infer,8
terms,8
develop,8
instead,8
later,7
mind,7
cf,7
perspective,7
wobst,7
lithic,7
instance,7
prehistoric,7
societies,7
radical,7
though,7
produced,7
data,7
place,7
field,7
progress,7
society,7
whatever,7
above,7
al,7
these,7
ceramic,7
valid,7
contemporary,7
made,7
nevertheless,7
described,7
clear,7
hill,7
respect,7
considered,7
fritz,7
conditions,7
among,7
recent,7
ways,6
history,6
properties,6
implications,6
might,6
state,6
those,6
discipline,6
clearly,6
bailey,6
otherwise,6
southwestern,6
development,6
consider,6
plenum,6
occupation,6
explain,6
well,6
none,6
call,6
depositional,6
sense,6
concerns,6
limited,6
still,6
thought,6
antiauitv,6
ethnographic,6
serious,6
necessary,6
demonstrated,6
upon,6
illinois,6
latter,6
systems,6
testable,6
perspectives,6
been,6
testing,6
reasonable,6
version,6
over,6
mere,6
correlates,6
middle,6
subject,6
although,6
need,6
specific,6
vessel,6
materialism,6
observed,6
o,5
way,5
determine,5
alone,5
true,5
position,5
ethnoarchaeological,5
contexts,5
sources,5
certainly,5
knowing,5
concepts,5
himself,5
human,5
goal,5
kosso,5
dynamics,5
fig,5
scales,5
moreover,5
reason,5
department,5
albuquerque,5
advocated,5
could,5
shared,5
future,5
part,5
inferences,5
long,5
attention,5
observe,5
span,5
will,5
matter,5
short,5
southern,5
criticism,5
two,5
noted,5
name,5
sensu,5
fact,5
materialist,5
validity,5
less,5
own,5
expression,5
continue,5
function,5
mexico,5
earlier,5
saw,5
relationship,5
meant,5
ethnoarchaeology,5
substantively,5
contextual,5
making,5
through,5
bradley,5
argument,5
evidence,5
point,5
deny,4
created,4
commitment,4
agency,4
test,4
definition,4
logically,4
principles,4
broadly,4
simple,4
confusion,4
link,4
emphasized,4
political,4
within,4
brief,4
key,4
design,4
account,4
determined,4
condition,4
hawkes,4
diversity,4
conflict,4
review,4
estimating,4
since,4
application,4
archaeologist,4
operation,4
simultaneously,4
statements,4
links,4
taphonomy,4
derived,4
evolution,4
consequences,4
problems,4
closely,4
out,4
mertonian,4
equally,4
let,4
london,4
comment,4
systematic,4
useful,4
symbolic,4
things,4
wandsnider,4
methodological,4
dependent,4
content,4
processual,4
service,4
acknowledged,4
nearly,4
label,4
sociologists,4
neither,4
archeology,4
reasoning,4
larger,4
patterns,4
hand,4
learn,4
present,4
archaeologies,4
existing,4
ontological,4
daunting,4
ecology,4
explanation,4
complexities,4
significant,4
questions,4
nothing,4
low,4
held,4
accurate,4
especially,4
somehow,4
evolutionary,4
effect,4
equivalent,4
pottery,4
space,4
today,4
bears,4
parsons,4
class,4
often,4
deposited,4
occasional,4
grayson,4
respective,4
potter,4
physical,4
carbondale,4
narrowly,4
here,4
principle,4
validate,4
