WORDCOUNTS,WEIGHT
the,1080
of,973
and,881
in,713
a,305
to,259
archaeology,209
architecture,190
s,179
pp,174
press,162
r,157
university,147
that,132
household,131
as,130
on,129
eds,127
m,118
archaeological,111
is,108
research,101
for,97
space,96
social,90
new,89
d,88
spatial,84
domestic,83
j,82
p,81
architectural,80
are,79
analysis,76
an,68
c,68
from,67
ed,66
e,64
cambridge,63
recent,62
this,61
studies,59
such,55
house,53
more,53
remains,53
be,53
world,52
have,51
at,50
work,50
with,49
kent,48
by,48
organization,47
steadman,46
households,46
structure,46
g,44
b,44
calgary,44
these,44
or,43
gender,42
their,41
t,41
environment,40
wilk,40
it,39
i,39
symbolic,39
hodder,38
york,38
w,38
use,38
models,38
also,37
has,37
study,36
near,36
l,35
approach,35
within,34
houses,34
prehistoric,34
settlement,34
rapoport,33
culture,33
tringham,31
built,31
can,30
settlements,28
society,28
economic,28
association,28
behavior,27
his,27
but,27
through,27
one,26
review,26
american,26
record,26
not,26
eastern,25
many,25
which,25
some,24
n,24
aspects,24
field,24
neolithic,24
matney,24
community,24
europe,23
material,23
k,23
past,23
old,22
oxford,22
data,22
blanton,22
area,22
village,21
complex,21
production,21
meaning,21
journal,21
interpretation,21
perspectives,21
been,21
theory,21
information,21
early,21
he,20
richards,20
activity,20
human,20
most,20
edinburgh,20
sites,20
order,20
model,20
mexico,20
may,19
patterning,19
only,19
systems,19
between,19
h,18
ashmore,18
societies,18
its,18
pearson,18
communities,18
other,18
byrd,17
no,17
banning,17
f,17
socioeconomic,17
researchers,17
into,16
ethnoarchaeological,16
de,16
proceedings,16
mesoamerican,16
issues,16
annual,16
activities,16
others,16
areas,16
number,16
complexity,16
traditional,16
they,15
women,15
rathje,15
those,15
east,15
america,15
thus,15
relationships,15
relations,15
elements,15
prehistory,15
beyond,15
based,15
hirth,15
using,15
above,15
dwellings,15
scholars,15
conference,15
patterns,15
including,15
maceachern,15
investigation,15
chicago,15
approaches,14
anthropology,14
du,14
archer,14
though,14
well,14
lanham,14
change,14
chacmool,14
several,14
structures,14
discussed,14
understanding,14
md,14
particularly,14
years,14
among,14
much,13
contexts,13
albuquerque,13
level,13
samson,13
bourdieu,13
form,13
mesoamerica,12
tradition,12
task,12
design,12
conkey,12
concerning,12
london,12
literature,12
working,12
appropriate,12
will,12
all,12
routledge,12
function,12
types,12
what,12
economy,12
focus,12
western,11
unit,11
derived,11
perspective,11
wealth,11
method,11
clarke,11
et,11
first,11
units,11
time,11
perhaps,11
la,11
ancient,11
evidence,11
various,10
analyses,10
semiotics,10
there,10
case,10
interest,10
application,10
communication,10
factors,10
age,10
gero,10
plenum,10
methodology,10
access,10
residential,10
place,10
comparative,10
settings,10
power,10
toward,10
bourdier,10
meanings,10
features,10
present,10
relationship,10
antiquity,10
alsayyad,10
over,10
chapman,10
current,10
works,10
hillier,10
her,10
building,10
implications,9
address,9
last,9
tell,9
prehispanic,9
central,9
even,9
was,9
excavation,9
view,9
domestication,9
walde,9
planning,9
therefore,9
techniques,9
housing,9
glassie,9
santley,9
garvin,9
who,9
lawrence,9
mounds,9
anthropological,9
willows,9
while,9
boca,8
tells,8
archaeologists,8
blackwell,8
copenhagen,8
fl,8
since,8
author,8
basil,8
columbia,8
site,8
basic,8
sanders,8
section,8
maison,8
important,8
begun,8
crc,8
because,8
tasks,8
raton,8
home,8
increasingly,8
segmentation,8
maya,8
another,8
room,8
here,8
type,8
spaces,8
both,8
kus,8
offer,8
need,8
defined,8
semiotic,8
southeastern,8
syntax,7
o,7
if,7
groups,7
history,7
nature,7
primary,7
addresses,7
washington,7
price,7
than,7
performance,7
how,7
levels,7
process,7
