WORDCOUNTS,WEIGHT
and,1247
the,1207
of,961
in,858
a,440
j,286
s,258
i,246
to,236
de,212
c,208
o,196
on,183
warfare,169
m,161
at,153
from,150
settlement,147
trauma,147
pp,146
is,144
with,142
e,139
r,139
peru,138
g,132
that,125
are,125
for,122
or,120
were,117
d,117
was,114
n,114
university,113
valley,109
l,108
by,100
moche,99
p,96
u,93
eds,93
violence,89
press,88
la,87
andean,86
as,86
war,85
not,85
archaeology,83
patterns,82
defensive,81
evidence,80
highlands,78
h,76
coast,76
have,73
t,71
springer,71
b,70
del,68
north,68
early,68
inka,67
en,66
anthropology,66
w,66
late,65
res,64
settlements,63
archaeol,63
et,63
cranial,63
an,62
sites,62
al,62
conflict,61
nondefensive,61
y,60
andes,60
this,60
may,59
american,59
some,58
new,57
central,55
wari,54
more,54
south,53
northern,53
valleys,52
it,51
el,51
but,50
heads,49
topic,48
k,48
formative,48
f,47
where,46
period,46
trophy,45
violent,44
nasca,44
there,43
state,43
also,43
human,42
than,42
populations,42
been,42
lip,42
department,41
skeletal,41
hilltop,41
fortified,40
ritual,40
los,40
ed,40
time,40
v,40
other,39
about,39
social,39
middle,39
archaeological,38
southern,37
they,36
tiwanaku,36
arqueología,36
these,36
û,35
cultural,35
ad,34
journal,34
rates,34
over,34
political,33
be,33
dc,32
walls,32
no,32
their,32
most,32
santa,31
tung,31
washington,31
small,31
ancient,31
between,31
chimu,30
high,30
upper,29
ph,29
dissertation,29
verano,29
chile,29
archaic,29
among,29
coastal,28
conquest,28
site,28
large,27
prehistoric,27
intermediate,27
injuries,26
cuzco,26
first,26
fortifications,26
iconography,26
basin,26
research,26
society,26
men,26
lower,25
x,25
bc,25
horizon,25
regional,25
although,25
final,24
sacrifice,24
we,24
proulx,24
vega,24
arkush,23
prehispanic,23
such,23
had,23
especially,23
can,23
sometimes,23
remains,23
military,22
stanish,22
cerro,22
eip,22
though,22
its,22
titicaca,22
less,22
brown,22
defensible,22
far,22
adults,22
one,21
history,21
appendix,21
adult,21
york,21
lima,21
population,21
data,21
williams,21
periods,21
combat,21
two,21
many,21
empire,21
often,21
expansion,20
threat,20
societies,20
forts,20
communities,20
local,20
so,20
after,20
control,20
nepeña,20
burger,20
boletín,20
complex,19
pucp,19
show,19
casma,19
q,19
ö,19
anthropological,19
oo,19
states,19
later,18
hillforts,18
studies,18
into,18
valle,18
inca,18
norte,18
centers,18
however,18
warriors,18
several,18
culture,18
head,18
fortification,18
polities,18
antiquity,18
dumbarton,17
america,17
costa,17
schreiber,17
oaks,17
moseley,17
dillehay,17
see,17
elite,17
destruction,17
wilson,17
whether,17
both,17
ayacucho,17
major,17
fractures,16
latin,16
altroy,16
near,16
people,16
peruvian,16
few,16
architecture,16
fighting,16
walled,16
region,16
austin,16
california,16
art,16
mostly,15
center,15
skull,15
monumental,15
origins,15
perimortem,15
lethal,15
cambridge,15
perú,15
moquegua,15
around,15
highly,15
texas,15
power,15
pattern,15
bauer,15
probably,15
gallinazo,15
indicate,15
bioarchaeological,15
perhaps,15
paper,15
common,14
affected,14
women,14
all,14
cajamarca,14
injury,14
sicán,14
because,14
during,14
regions,14
presented,14
weapons,14
annual,14
competition,14
areas,14
angeles,14
present,14
sequence,14
times,14
perspectives,14
analysis,14
nielsen,14
little,14
billman,14
jequetepeque,13
very,13
severe,13
civilization,13
â,13
could,13
chicama,13
ž,13
standen,13
suggest,13
world,13
haas,13
ii,13
significant,13
which,13
physical,13
institute,13
suggests,13
much,13
locations,13
contexts,12
lh,12
those,12
context,12
has,12
development,12
chavin,12
ridgetop,12
victims,12
cotsen,12
battles,12
wounds,12
study,12
organization,12
field,12
san,12
vs,12
historia,12
only,12
do,12
silverman,12
militarism,12
las,12
sublethal,12
healed,12
years,12
smaller,12
meeting,12
ca,12
if,11
groups,11
walker,11
highland,11
formativo,11
reindel,11
how,11
gainesville,11
í,11
females,11
important,11
attack,11
scale,11
intense,11
part,11
contrast,11
julien,11
ceremonial,11
community,11
strategic,11
under,11
larger,11
including,11
valdez,11
defense,11
systems,11
bolivia,11
recuay,11
practice,11
andahuaylas,11
current,11
huari,11
florida,11
integration,11
elites,11
rate,10
andina,10
might,10
suggesting,10
iowa,10
militaristic,10
possible,10
ferguson,10
mcewan,10
earlier,10
chao,10
ecuador,10
universidad,10
well,10
viru,10
status,10
bodies,10
goldstein,10
smithsonian,10
villages,10
huaura,10
likely,10
nucleated,10
pozorski,10
isbell,10
native,10
willey,10
individuals,10
health,10
chinchorro,10
institution,10
oxford,10
strongly,10
imperialism,10
frontier,10
table,10
nacional,10
associated,10
atacama,10
toyne,10
cal,10
them,10
males,10
almost,10
through,10
became,10
argentina,10
heartland,10
area,10
paracas,10
frequent,9
asentamiento,9
episodes,9
rt,9
pérez,9
practices,9
taken,9
mackey,9
projectile,9
review,9
against,9
fig,9
even,9
across,9
appear,9
location,9
burial,9
sedentism,9
change,9
kellner,9
massive,9
santoro,9
mh,9
raids,9
children,9
covey,9
variation,9
exhibit,9
estudios,9
samples,9
survey,9
crania,9
palpa,9
huamachuco,9
enemies,9
increasing,9
schjellerup,9
periodo,9
ancash,9
earliest,9
known,9
wall,9
report,9
past,9
places,9
while,9
emphasis,9
peace,9
silva,9
trophies,9
ï,9
shift,9
tokyo,8
calgary,8
pittsburgh,8
tradition,8
torres,8
bioarchaeology,8
within,8
cuenca,8
case,8
arequipa,8
bones,8
agriculture,8
lambert,8
pikillacta,8
bone,8
z,8
perspective,8
body,8
kolata,8
apparently,8
donnan,8
levels,8
una,8
captives,8
parts,8
river,8
severity,8
occupation,8
pedro,8
related,8
indigenous,8
castillo,8
ü,8
lau,8
le,8
quite,8
andrushko,8
when,8
patrones,8
located,8
benson,8
death,8
international,8
chronology,8
others,8
documents,8
hand,8
iii,8
hastorf,8
material,8
campaigns,8
slingstone,8
least,8
pacatnamu,8
raiding,8
continued,8
ritualized,8
shimada,8
chacon,8
quilter,8
berkeley,8
natural,8
correspond,8
cultures,8
different,8
capital,8
just,8
lecoq,8
what,8
correlates,8
revista,8
city,8
transition,8
colonial,8
formation,8
national,8
preceramic,8
instead,8
land,8
altiplano,8
second,8
focus,8
zones,8
built,8
arizona,8
does,7
defenses,7
rick,7
blows,7
comparisons,7
occurred,7
ô,7
sociopolitical,7
mass,7
cu,7
burning,7
hyslop,7
taking,7
resources,7
collapse,7
incas,7
since,7
tucson,7
phases,7
without,7
tt,7
absent,7
similar,7
burials,7
space,7
possibly,7
emergence,7
clearly,7
arriaza,7
intensity,7
decapitation,7
structure,7
keeley,7
consistently,7
il,7
polity,7
involved,7
presence,7
cl,7
st,7
wernke,7
indeed,7
warlike,7
museum,7
editorial,7
ci,7
bar,7
inkas,7
experienced,7
instituto,7
chachapoyas,7
never,7
adjacent,7
oq,7
archaeopress,7
lands,7
use,7
largely,7
low,7
clear,7
points,7
chillón,7
would,7
greatly,7
lines,7
male,7
un,7
abandonment,7
then,7
series,7
must,7
lumbreras,7
chankillo,7
acari,7
combined,7
conlee,7
imperial,7
multiple,7
reported,7
lurin,7
include,7
association,7
increased,7
instance,7
tf,7
farnum,6
indicated,6
identity,6
environmental,6
mendoza,6
stone,6
