WORDCOUNTS,WEIGHT
the,726
of,564
and,370
a,261
in,255
etowah,205
that,141
to,141
at,97
mound,96
as,90
from,75
s,74
was,73
by,71
mississippian,69
georgia,68
site,68
on,65
for,64
c,61
is,55
have,54
b,50
early,50
political,49
social,47
it,46
with,46
king,44
were,44
period,42
larson,42
chiefdoms,41
j,40
university,40
mounds,37
an,36
this,36
during,33
been,33
excavations,32
late,31
press,30
valley,30
phase,29
m,29
has,29
i,28
these,28
goods,28
pp,27
not,27
r,26
chiefdom,26
hally,25
century,25
its,25
archaeological,25
d,25
southeastern,25
other,24
one,24
or,24
also,24
strategies,24
over,24
evidence,24
be,24
american,23
those,23
fig,23
river,23
data,23
research,23
southeast,23
more,23
see,22
northern,22
history,21
are,21
their,21
archaeology,20
many,20
construction,20
through,20
h,19
some,19
had,19
power,19
large,18
complex,18
l,18
ed,18
but,18
new,18
understanding,18
palisade,18
area,18
center,17
may,17
most,17
important,17
used,17
t,17
explorations,17
like,17
leaders,17
wilbanks,17
there,16
centers,16
structure,16
information,16
no,15
p,15
department,15
savannah,15
only,15
time,15
mortuary,15
alabama,15
although,15
into,14
all,14
eastern,14
burials,14
burial,14
network,14
change,14
areas,14
eds,14
individual,14
blanton,14
great,13
ranked,13
argued,13
et,13
about,13
made,13
region,13
secc,13
sequence,13
which,13
series,13
ditch,13
cahokia,13
moundville,12
kelly,12
prehistoric,12
likely,12
knight,12
end,12
tennessee,12
different,12
states,12
remains,12
e,11
context,11
g,11
emergence,11
recovered,11
societies,11
found,11
ranking,11
place,11
small,11
anthropology,11
collections,11
capital,11
report,11
both,11
little,11
corporate,10
they,10
he,10
case,10
east,10
rogan,10
conducted,10
across,10
dc,10
sites,10
middle,10
f,10
ceremonial,10
platform,10
brown,10
united,10
each,10
wall,10
while,10
pits,10
washington,10
building,10
created,9
along,9
elaborate,9
landscape,9
histories,9
part,9
structures,9
regional,9
buildings,9
society,9
competition,9
smith,9
cambridge,9
use,9
exchange,9
sequences,9
paper,9
economy,9
northwestern,9
elites,9
contexts,8
groups,8
papers,8
recorded,8
america,8
soto,8
de,8
moorehead,8
shell,8
plaza,8
example,8
stage,8
several,8
smithsonian,8
southern,8
noted,8
feasting,8
elite,8
dominated,8
k,8
institution,8
continued,8
athens,8
known,8
phillips,8
wauchope,8
very,8
langford,8
between,8
north,8
tuscaloosa,7
village,7
before,7
attempts,7
suggesting,7
survey,7
sixteenth,7
feinman,7
surrounded,7
such,7
unpublished,7
than,7
clearly,7
just,7
record,7
w,7
result,7
artifacts,7
earth,7
working,7
results,7
south,7
located,7
same,7
al,7
containing,7
coosa,7
addition,7
grave,7
took,7
previous,7
dating,7
three,7
antiquity,7
thomas,7
can,7
suggests,7
broader,7
built,7
chief,6
materials,6
being,6
long,6
available,6
state,6
ad,6
possible,6
hudson,6
application,6
elements,6
served,6
stratigraphie,6
phases,6
york,6
his,6
similar,6
study,6
organization,6
organized,6
my,6
deal,6
occupation,6
cultural,6
appears,6
residential,6
population,6
placed,6
because,6
well,6
people,6
status,6
excavated,6
suggest,6
waring,6
few,6
using,6
florida,6
will,6
reconstruction,6
ceramic,6
lewis,6
larger,6
v,6
where,6
existing,6
another,6
described,6
historic,6
general,6
probably,6
detailed,6
began,6
summit,6
borrow,6
organizational,6
associated,6
historical,6
size,6
until,6
sources,5
implications,5
seems,5
nature,5
paramount,5
investigations,5
side,5
resources,5
economies,5
throughout,5
development,5
relatively,5
items,5
perspective,5
apparently,5
sears,5
added,5
how,5
produced,5
brewster,5
understand,5
ramp,5
age,5
dominant,5
strategy,5
based,5
focused,5
recently,5
applied,5
however,5
work,5
woodland,5
systematic,5
polity,5
dorn,5
lincoln,5
rest,5
identified,5
museum,5
two,5
scholars,5
native,5
number,5
polities,5
depratter,5
completed,5
stages,5
after,5
lamar,5
decision,5
drennan,5
lines,5
table,5
when,5
following,5
symbolic,5
constructed,5
control,5
making,5
particular,5
prestige,5
role,5
copper,5
world,5
brain,5
potential,5
gainesville,5
abandoned,5
much,5
recent,5
indicating,5
final,4
given,4
kinds,4
test,4
first,4
emerged,4
simple,4
differences,4
mississippi,4
sacred,4
within,4
key,4
cooperation,4
southerlin,4
flank,4
point,4
far,4
still,4
kristiansen,4
surplus,4
collapse,4
rites,4
bone,4
entire,4
ai,4
dates,4
terrace,4
even,4
memoir,4
leadership,4
capitals,4
ridge,4
rather,4
centered,4
cult,4
parts,4
support,4
occupational,4
beyond,4
nebraska,4
could,4
events,4
apparent,4
own,4
feasts,4
county,4
peak,4
up,4
hayden,4
local,4
economic,4
limited,4
make,4
domination,4
single,4
floor,4
rise,4
fill,4
again,4
towns,4
communal,4
fact,4
galloway,4
ethnology,4
previously,4
causes,4
evolution,4
individuals,4
low,4
clear,4
pauketat,4
bartow,4
statues,4
so,4
features,4
played,4
southwest,4
pottery,4
fairly,4
testing,4
indicate,4
anthropological,4
comes,4
intensification,4
extensive,4
set,4
natural,4
commission,4
shows,4
wood,4
what,4
maintain,4
theory,4
became,4
extended,4
indians,4
developmental,4
schroedl,4
difficult,3
way,3
if,3
solidarity,3
themes,3
production,3
military,3
attempt,3
interred,3
uncovered,3
take,3
styles,3
date,3
quantities,3
politics,3
prehispanic,3
burning,3
west,3
framework,3
labor,3
human,3
piedmont,3
accommodation,3
since,3
interior,3
jr,3
hold,3
reoccupation,3
networks,3
details,3
ma,3
master,3
whose,3
levels,3
approaches,3
earlier,3
connected,3
importance,3
monumental,3
prehistory,3
objects,3
n,3
dominate,3
four,3
position,3
plenum,3
suggested,3
basin,3
demise,3
access,3
carolina,3
emerge,3
synthesize,3
base,3
culture,3
further,3
oklahoma,3
province,3
wealth,3
public,3
near,3
line,3
clearer,3
whole,3
formations,3
preparation,3
regions,3
expended,3
caused,3
tested,3
settlement,3
involved,3
around,3
habitation,3
wider,3
facility,3
portions,3
annual,3
generally,3
provided,3
periods,3
nassaney,3
portion,3
therefore,3
müller,3
overall,3
cole,3
interpretation,3
makes,3
rules,3
