WORDCOUNTS,WEIGHT
and,1189
the,1012
of,999
in,718
maya,476
a,365
ancient,230
s,220
to,202
press,193
household,187
d,181
at,179
j,174
university,161
classic,159
pp,157
archaeology,150
e,132
l,129
m,127
as,127
from,118
p,108
r,106
g,104
on,103
that,102
eds,102
studies,101
royal,94
new,93
ed,92
social,90
households,87
t,81
for,80
people,75
c,75
w,74
their,73
were,73
belize,72
archaeological,67
have,67
et,66
with,66
cerén,66
society,65
american,62
gender,60
are,60
an,57
women,55
sheets,54
al,53
chase,52
b,51
k,50
ritual,48
noble,48
is,47
mesoamerica,46
this,46
de,45
community,45
inomata,45
f,44
hendon,43
settlement,43
research,43
america,42
or,42
courts,41
political,41
central,41
how,41
ashmore,41
robin,41
houston,41
washington,41
tx,39
production,39
power,39
joyce,39
mexico,39
anthropology,39
dc,37
texas,37
village,36
houses,36
commoners,36
copan,36
through,36
city,36
i,35
austin,35
commoner,35
guatemala,35
by,35
use,35
among,35
n,34
understanding,34
which,33
domestic,33
past,33
area,33
h,32
journal,32
house,32
late,32
data,32
archaeologists,31
communities,31
evidence,31
valley,31
organization,30
work,30
antiquity,30
study,29
latin,29
directions,29
recent,29
within,28
has,28
was,28
economic,28
these,28
areas,28
lowlands,26
other,26
agriculture,26
relations,26
architecture,26
period,26
salt,26
fedick,26
utah,25
mcanany,25
two,25
lake,25
can,25
not,25
yaeger,25
be,25
roles,25
before,24
ut,24
white,24
webster,24
structure,24
between,24
groups,23
diversity,23
erupted,23
one,23
activities,23
members,23
co,23
lives,23
volcano,23
agricultural,23
honduras,22
boulder,22
case,22
mesoamerican,22
department,22
pyburn,22
identity,21
group,21
residences,21
all,21
reed,21
such,21
societies,21
tikal,21
status,21
more,21
institution,21
theory,21
urban,21
nm,20
westview,20
z,20
perspective,20
important,20
diet,20
smithsonian,20
perspectives,20
also,20
whittington,20
who,20
ca,20
history,19
resource,19
albuquerque,19
rice,19
lowland,19
residential,19
field,19
world,19
volume,19
patterns,19
local,19
cambridge,19
la,19
been,19
terminal,19
interaction,19
wilk,19
center,18
into,18
human,18
san,18
v,18
material,18
it,17
o,17
analyses,17
schortman,17
may,17
nobles,17
caracol,17
life,17
phd,17
our,17
broader,17
settlements,16
court,16
prehispanic,16
gillespie,16
no,16
centers,16
dunning,16
walling,16
mosaic,16
dissertation,16
they,15
el,15
fig,15
beyond,15
prehistoric,15
could,15
skeletons,15
practices,15
anthropologist,15
see,15
region,15
function,15
tourtellot,15
particularly,15
spatial,15
both,15
role,15
london,15
remains,15
meaning,14
complex,14
marcus,14
bones,14
some,14
illustrate,14
ai,14
than,14
chan,14
site,14
lucero,14
had,14
interpretations,14
dumbarton,14
oaks,14
xunantunich,14
managed,14
pennsylvania,14
routledge,14
range,14
royalty,14
nòohol,14
northern,14
analysis,14
gonlin,14
haviland,14
excavations,13
york,13
lohse,13
creek,13
understand,13
prehistory,13
most,13
population,13
soil,13
many,13
but,13
practice,13
reconstructing,13
elite,13
architectural,13
often,13
anthropological,13
aguateca,13
there,12
mexicon,12
california,12
politics,12
activity,12
sabloff,12
review,12
philadelphia,12
space,12
river,12
yucatán,12
well,12
used,12
residents,12
interactions,12
where,12
polities,12
