WORDCOUNTS,WEIGHT
the,1414
and,1095
of,959
in,696
a,485
caddoan,391
d,265
to,238
j,218
texas,188
m,168
arkansas,158
pp,144
g,143
archaeology,133
b,127
as,127
at,125
that,124
area,117
c,116
on,110
no,108
university,107
p,102
e,101
press,101
river,99
from,98
archaeological,95
by,94
is,94
with,90
site,87
archeological,86
f,84
caddo,83
for,82
s,82
eds,79
research,76
k,73
l,68
r,68
t,68
have,68
ed,66
survey,64
oklahoma,64
or,64
were,62
an,61
w,60
early,60
h,58
cultural,57
sites,57
spiro,57
eastern,56
valley,55
mississippi,54
prehistoric,54
this,54
maize,53
de,52
archeology,52
i,52
southeastern,51
perttula,50
louisiana,50
fayetteville,49
was,48
mound,48
series,48
between,48
development,47
ca,47
schambach,45
rogers,44
austin,44
new,44
soto,43
smith,43
mississippian,43
not,43
are,43
american,42
history,42
late,42
burnett,41
southern,41
north,41
fritz,40
basin,40
period,40
red,39
county,38
story,38
brown,38
see,37
groups,36
but,36
historical,36
rose,36
be,36
et,34
mounds,34
agricultural,34
since,33
al,33
social,33
it,32
culture,32
native,32
investigations,31
sabo,31
after,31
been,31
report,30
such,30
society,30
southeast,30
regional,29
use,29
indians,29
other,28
within,28
america,28
agriculture,28
ouachita,28
has,28
evidence,28
change,27
these,27
peoples,27
changes,26
also,26
plains,26
northeast,25
lower,25
their,25
exchange,25
inc,24
davis,24
economies,24
excavations,24
journal,24
studies,24
creek,24
societies,24
south,24
more,24
significant,24
trade,24
plant,24
great,23
there,23
populations,23
historic,23
years,23
prehistory,22
record,22
centers,22
settlement,22
department,22
time,22
washington,22
bruseth,21
important,21
dc,21
mortuary,21
what,21
much,21
expedition,20
archaeologists,20
cf,20
york,20
well,20
about,20
patterns,20
united,20
bioarchaeological,20
plants,20
middle,20
states,20
norman,20
recent,20
western,19
some,19
west,19
along,19
coastal,19
communities,19
tradition,19
past,19
one,18
east,18
village,18
most,18
its,18
only,18
political,18
hernando,18
through,18
among,18
into,17
hoffman,17
u,17
salt,17
may,17
subsistence,17
krieger,17
ozark,17
n,17
indian,17
region,17
george,17
analysis,17
different,17
newsletter,17
ad,16
bioarcheology,16
than,16
smithsonian,16
associates,16
assemblages,16
regions,16
institution,16
perspectives,16
lake,16
they,15
had,15
wyckoff,15
southwestern,15
fig,15
young,15
contributions,15
based,15
part,15
systems,15
bulletin,15
antiquities,15
spanish,15
remains,15
anthropology,14
production,14
papers,14
central,14
century,14
resource,14
structures,14
ceremonial,14
state,14
samples,14
particularly,14
proceedings,14
conference,14
webb,14
large,13
complex,13
those,13
phase,13
sanders,13
diet,13
data,13
symposia,13
will,13
ceramic,13
grave,13
where,13
strategies,13
study,13
contact,13
probably,13
northern,13
we,13
paper,13
starchy,13
little,13
spiroan,12
jeter,12
ill,12
plain,12
diversity,12
kidder,12
rates,12
burial,12
however,12
place,12
williams,12
harmon,12
local,12
southwest,12
european,12
hardman,12
ine,12
major,12
gulf,12
protection,11
differences,11
sociopolitical,11
bison,11
jr,11
burials,11
woodland,11
used,11
economic,11
scany,11
reports,11
many,11
areas,11
trends,11
europeans,11
food,11
dating,11
parish,11
relationship,11
hill,11
goods,11
national,11
cooper,11
resources,11
o,10
tuscaloosa,10
jackson,10
all,10
carter,10
perspective,10
alabama,10
baugh,10
archeoiogical,10
plenum,10
baton,10
population,10
several,10
when,10
diverse,10
elite,10
rouge,10
foster,10
