WORDCOUNTS,WEIGHT
the,1626
of,1429
and,1123
in,674
a,431
to,331
archaeology,328
historical,227
that,172
s,164
for,154
as,153
new,147
m,139
p,139
is,129
pp,127
press,122
world,122
gender,118
on,118
e,117
with,112
from,111
by,107
an,106
r,101
university,95
american,94
social,94
class,93
j,87
this,85
york,82
america,80
women,79
g,75
race,74
eds,72
are,71
production,68
these,67
c,67
at,66
century,65
culture,65
material,63
north,62
relations,61
l,60
d,60
ed,58
their,56
capitalist,55
capitalism,53
african,53
history,51
consumption,50
work,49
be,49
studies,48
power,48
life,47
have,47
t,46
it,45
native,45
paynter,44
between,44
b,42
cultural,42
more,42
not,42
has,42
w,41
people,41
h,40
into,39
labor,39
society,39
were,39
family,38
anthropology,38
study,37
its,37
racial,36
such,36
also,36
archaeological,36
which,35
state,35
england,34
or,34
european,34
white,32
practices,32
industrial,32
plantation,32
families,32
one,31
cambridge,31
how,30
beaudry,29
consumer,29
journal,29
most,29
massachusetts,29
leone,29
than,28
was,28
systems,28
working,28
men,28
see,28
political,27
ferguson,27
k,27
different,27
colonial,27
early,27
processes,26
anthropological,26
through,26
other,25
those,25
but,25
economy,25
archaeologists,24
south,24
community,24
domestic,24
states,24
all,23
some,23
et,23
economic,23
about,23
use,23
been,23
formation,23
patriarchy,23
singleton,23
review,22
origins,22
forms,22
period,22
public,22
n,22
oxford,21
patterson,21
research,21
theory,21
slavery,20
orser,20
mcguire,20
classes,20
united,20
yentsch,20
within,19
rather,19
out,19
academic,19
london,19
forces,19
resistance,19
al,19
many,19
associated,19
form,19
virginia,19
miller,18
plantations,18
sanjek,18
i,18
system,18
international,18
dynamics,18
development,18
well,18
various,18
communities,18
washington,18
market,17
they,17
inequality,17
blackwell,17
based,17
ideology,17
past,17
boston,17
modern,16
coontz,16
basil,16
dc,16
ceramics,16
mrozowski,16
workers,16
especially,16
colonization,16
wall,16
problem,16
little,16
jr,15
developed,15
plenum,15
late,15
archeology,15
revolution,15
scott,15
shackel,15
f,15
present,15
perspectives,15
middle,15
argues,15
wolf,14
instance,14
concept,14
spanish,14
amherst,14
distinctive,14
rural,14
urban,14
crisis,14
evidence,14
slave,13
racism,13
americans,13
process,13
deetz,13
result,13
societies,13
structures,13
bulletin,13
home,13
only,13
local,13
institution,13
construction,13
cultures,13
commodities,13
much,13
meaning,12
ways,12
case,12
household,12
human,12
critique,12
his,12
landscapes,12
lives,12
ideologies,12
had,12
gregory,12
found,12
though,12
status,12
approach,12
change,12
smithsonian,12
separation,12
end,12
elite,12
theoretical,12
would,12
black,12
can,12
henry,12
we,12
praetzellis,12
chesapeake,12
mckendrick,12
what,12
among,12
recent,12
routledge,11
way,11
english,11
western,11
great,11
there,11
california,11
west,11
owners,11
modes,11
perspective,11
races,11
landscape,11
traces,11
important,11
histories,11
spheres,11
artifacts,11
part,11
up,11
will,11
he,11
southern,11
sex,11
two,11
department,11
husband,11
understanding,11
identity,11
so,11
contact,11
who,11
alternative,11
over,11
making,11
delle,11
despite,11
themselves,11
documentary,11
baker,10
accumulation,10
historians,10
mass,10
conkey,10
supremacy,10
no,10
wurst,10
changes,10
objects,10
colonialism,10
lowell,10
moore,10
record,10
own,10
annual,10
biological,10
issues,10
indian,10
areas,10
patterns,10
made,10
households,10
often,10
key,10
living,10
particular,10
both,10
our,10
shift,10
domesticity,9
position,9
pipes,9
du,9
origin,9
issue,9
eastern,9
mullins,9
very,9
domain,9
tucson,9
site,9
verso,9
general,9
special,9
impact,9
problems,9
matthaei,9
color,9
line,9
related,9
during,9
regional,9
ethnicity,9
order,9
them,9
silberman,9
variety,9
note,9
everyday,9
strategies,9
another,9
africanamerican,9
amott,9
ethnic,9
brewer,9
relationship,9
independent,9
institutions,9
here,9
control,9
did,9
u,9
feminist,9
orlando,9
interaction,9
should,9
introduction,8
group,8
complex,8
experience,8
first,8
nature,8
europe,8
concepts,8
framework,8
thus,8
may,8
notion,8
coffee,8
brunswick,8
clearly,8
gero,8
