WORDCOUNTS,WEIGHT
the,1018
and,746
of,711
in,426
cahokia,335
a,319
to,176
illinois,170
pauketat,169
j,164
r,157
mississippian,134
archaeology,130
from,125
t,120
at,116
american,114
pp,112
university,106
e,97
press,96
emerson,95
s,94
no,91
site,82
bottom,81
d,81
that,80
p,77
kelly,74
l,74
on,74
b,73
or,73
g,69
have,69
m,66
greater,66
by,66
as,65
cahokian,64
for,62
an,60
eds,59
archaeological,55
with,55
political,53
central,51
was,50
w,50
not,50
ed,49
may,48
were,47
is,46
new,45
milner,42
mound,40
urbana,40
northern,40
phase,39
regional,39
social,39
h,38
world,38
c,38
are,37
et,36
this,36
been,36
agency,34
al,34
cultural,33
historic,33
late,32
other,31
n,31
these,31
than,30
see,30
rural,30
i,29
mounds,29
early,29
it,27
complex,27
mississippi,27
some,27
preservation,27
stoltman,27
koldehoff,26
springfield,26
prehistoric,25
floodplain,25
community,25
paper,25
north,25
southeastern,25
production,24
state,24
prehistory,24
its,24
lopinot,24
evidence,24
be,24
o,23
fowler,23
sites,23
lohmann,23
also,23
periphery,23
madison,23
domination,22
more,22
ideology,22
remains,22
holley,22
midwest,21
during,21
middle,21
craft,21
perspectives,21
anthropology,21
valley,21
population,20
presented,20
research,20
st,20
southern,20
study,20
economy,20
development,19
people,19
k,19
but,19
investigations,19
chert,19
emergent,19
center,18
nebraska,18
part,18
settlement,18
lincoln,18
one,17
within,17
resources,17
such,17
county,17
change,17
society,17
local,17
antiquity,17
report,17
groups,16
large,16
fig,16
department,16
refuse,16
exchange,16
monographs,16
america,16
tract,16
centrifugal,15
exotic,15
eastern,15
creek,15
woods,15
louis,15
cultures,15
collins,15
views,15
studies,14
river,14
data,14
period,14
construction,14
capital,14
domestic,14
dalan,14
palisade,14
if,13
into,13
there,13
hall,13
wi,13
annual,13
reports,13
perhaps,13
understanding,13
region,13
survey,13
hinterlands,13
interaction,13
had,12
styles,12
chiefdoms,12
east,12
porter,12
moorehead,12
journal,12
müller,12
after,12
their,12
missouri,12
centers,12
occupation,12
richland,12
lewis,12
f,12
stirling,12
southeast,12
culture,12
esarey,12
demographic,12
johannessen,12
processes,12
we,12
building,12
found,11
those,11
household,11
centralized,11
phases,11
york,11
changes,11
residential,11
around,11
about,11
only,11
patterns,11
washington,11
anderson,11
finney,11
conference,11
iseminger,11
km,11
dc,10
materials,10
jackson,10
brien,10
labor,10
excavations,10
century,10
houses,10
archaeologist,10
raw,10
however,10
artifacts,10
order,10
south,10
economic,10
smith,10
native,10
cambridge,10
samples,10
elite,10
few,10
goods,10
historical,10
effects,10
midcontinent,10
between,10
lake,10
recent,10
mortuary,9
uplands,9
ceremonial,9
all,9
along,9
ritual,9
unpublished,9
given,9
objects,9
beyond,9
ph,9
tools,9
near,9
has,9
museum,9
buildings,9
proper,9
likely,9
implications,9
communities,9
peregrine,9
wisconsin,9
ceramic,9
material,9
mill,9
homesteads,9
which,9
would,9
pottery,9
brown,9
analysis,9
animal,9
integration,9
johnson,9
meeting,9
common,8
evolution,8
reveal,8
fritz,8
sand,8
cf,8
items,8
perspective,8
landscape,8
shell,8
organization,8
most,8
prairie,8
density,8
symbolism,8
project,8
artifact,8
polity,8
tennessee,8
various,8
thought,8
power,8
communal,8
fact,8
monks,8
v,8
food,8
three,8
systems,8
area,8
table,8
dissertation,8
over,8
plazas,8
through,8
carbondale,8
mehrer,8
now,7
stylistic,7
iowa,7
tuscaloosa,7
environmental,7
measures,7
western,7
history,7
pots,7
cahokians,7
papers,7
debitage,7
fingerhut,7
human,7
constructs,7
alabama,7
plaza,7
monuments,7
monumental,7
resource,7
faunal,7
out,7
michigan,7
scale,7
