WORDCOUNTS,WEIGHT
the,747
and,681
of,608
a,376
in,371
i,299
to,293
s,208
is,148
risk,143
for,123
that,120
g,113
with,108
j,102
by,97
o,95
are,89
foraging,88
or,88
m,84
c,84
l,81
on,77
be,76
as,75
value,72
e,71
r,70
food,69
it,67
function,64
subsistence,60
p,60
variance,60
ecology,59
we,59
outcome,59
an,57
this,56
model,56
d,50
behavior,47
if,45
ii,45
behavioral,45
models,45
from,44
t,42
uncertainty,42
tactics,41
h,40
among,40
fig,39
b,39
pp,38
press,37
mean,36
winterhaider,36
more,35
reward,34
its,33
choice,33
have,33
x,32
their,32
il,32
outcomes,32
k,32
they,31
variable,31
has,30
may,30
energy,30
n,29
w,29
f,29
studies,28
journal,28
can,28
biology,28
animal,28
sigmoid,27
these,27
constant,27
university,26
not,26
lu,25
behaviour,25
iii,25
caraco,24
î,24
when,24
cambridge,24
sharing,24
resource,23
but,23
distribution,23
at,22
american,22
which,22
time,22
unpredictable,22
organism,22
theory,22
expected,21
field,21
will,21
also,21
v,21
over,21
each,21
discounting,20
u,20
some,20
lvd,20
economic,20
see,20
eds,20
ili,19
hoarding,19
choices,19
use,19
analysis,19
anthropology,19
between,19
utility,18
fitness,18
such,18
economics,18
literature,18
responses,18
stephens,18
experimental,18
only,18
tactic,18
sociobiology,18
real,17
li,17
two,17
option,17
sensitivity,17
set,17
kacelnik,16
point,16
resources,16
halstead,16
shea,16
et,16
optimal,16
research,16
about,16
distributions,16
anthropological,16
than,15
í,15
rule,15
ed,15
evolutionary,15
adaptive,15
hill,15
alternative,15
through,15
fi,15
common,14
selection,14
bad,14
most,14
under,14
al,14
social,14
been,14
cashdan,14
form,14
agricultural,14
behaviors,14
variability,14
our,14
z,14
supply,14
shortfall,13
stochastic,13
household,13
de,13
general,13
no,13
how,13
peasant,13
coping,13
same,13
mcnamara,13
organisms,13
birds,13
budget,13
fields,13
then,13
both,13
inflection,13
given,13
environmental,12
one,12
aversion,12
production,12
all,12
goland,12
those,12
review,12
isovalue,12
storage,12
probability,12
equal,12
because,12
smith,12
evolution,12
exchange,12
strategies,12
environment,12
ss,12
group,11
human,11
there,11
used,11
consequences,11
instance,11
greater,11
cultural,11
si,11
work,11
reserves,11
bateson,11
garine,11
houston,11
theoretical,11
households,11
predictions,11
shortfalls,11
indifference,11
must,11
little,11
consumption,11
ï,11
should,11
empirical,10
rewards,10
negative,10
test,10
other,10
linear,10
prone,10
right,10
economies,10
prey,10
study,10
found,10
tucker,10
year,10
q,10
