WORDCOUNTS,WEIGHT
of,1194
the,1097
and,862
in,487
a,347
to,239
for,219
stone,208
s,189
are,169
tools,158
lithic,151
with,151
is,150
that,141
j,138
archaeological,133
as,127
from,120
с,119
i,116
tool,114
on,109
use,106
raw,96
this,95
о,93
technological,88
g,86
m,81
technology,81
material,80
these,78
an,74
l,73
manufacture,73
e,72
ethnoarchaeological,72
by,71
binford,69
at,68
cases,67
r,67
it,65
o,64
their,62
journal,61
reduction,61
or,61
have,61
studies,59
knapping,59
also,58
which,58
ethnoarchaeology,57
p,56
organizational,56
american,53
approach,52
research,52
d,52
they,51
other,51
и,50
et,50
press,50
new,50
such,49
springer,49
were,47
res,47
archaeol,46
archaeology,46
characteristics,46
al,45
activities,44
pp,44
not,43
antiquity,43
curation,42
scrapers,41
flakes,41
strategies,41
handaxes,40
has,40
university,39
expedient,39
h,37
there,37
used,37
be,37
modern,35
я,35
gould,35
may,34
was,34
w,33
economic,33
flake,33
analytical,33
analysis,33
design,32
gamo,31
organization,31
record,31
mobility,30
case,30
shott,30
technical,30
more,30
science,30
terms,30
weedman,30
between,30
contexts,29
production,29
study,29
hayden,29
residential,28
f,28
connell,28
assemblages,28
scraper,28
been,28
c,28
n,27
tasks,27
patterns,27
theory,27
properties,26
u,26
some,26
b,26
core,26
comparative,26
formal,26
specific,26
materials,25
whittaker,25
ed,25
eds,25
guinea,25
among,25
important,24
й,24
в,24
л,24
systems,24
one,23
its,23
beyries,23
various,23
functional,22
de,22
kelly,22
most,22
aspects,22
sites,22
small,22
konso,22
different,22
point,22
into,21
approaches,21
certain,21
deal,21
cores,21
chukchi,21
points,21
large,20
great,20
pc,20
time,20
perspectives,20
anthropological,20
early,20
both,20
within,19
dynamics,19
hide,19
about,19
but,19
two,19
do,19
variation,19
them,19
retouch,19
york,18
white,18
transport,18
anthropology,18
economy,18
making,18
information,18
cambridge,18
г,18
debitage,17
site,17
example,17
all,17
same,17
experimental,17
forms,17
can,17
paleolithic,17
opératoire,17
while,17
cautionary,17
australia,16
conditions,16
hunting,16
behavior,16
framework,16
thus,16
blades,16
even,16
location,16
cultural,16
however,16
during,16
components,16
australian,16
methodological,16
mccall,16
handaxe,16
assemblage,16
number,16
maya,16
problems,16
offers,16
chaîne,16
differences,15
resulting,15
context,15
projectile,15
relatively,15
than,15
frequently,15
method,15
t,15
social,15
ethnographic,15
addition,15
see,15
necessary,15
perhaps,15
style,15
bleed,15
africa,15
types,15
scraping,15
form,15
using,15
implications,14
сл,14
no,14
how,14
seilet,14
cd,14
basis,14
data,14
ü,14
contrast,14
understanding,14
characterized,14
function,14
la,14
sequences,14
past,14
referential,14
learning,13
bamforth,13
items,13
strategy,13
based,13
andrefsky,13
retouched,13
yet,13
many,13
mobile,13
only,13
range,13
theoretical,13
skibo,13
often,13
dibble,13
broader,13
knappers,12
archaeologists,12
wooden,12
review,12
x,12
perspective,12
concerning,12
pattern,12
sillitoe,12
prehistoric,12
produced,12
issues,12
presence,12
а,12
units,12
forager,12
tales,12
process,12
including,12
sequence,12
would,12
acheulean,12
argue,12
what,12
through,12
indices,12
kuhn,12
common,11
greaves,11
ways,11
western,11
sources,11
central,11
curated,11
similar,11
age,11
â,11
view,11
out,11
demands,11
though,11
concept,11
concerns,11
knives,11
q,11
represents,11
made,11
discard,11
circumstances,11
agricultural,11
role,11
formation,11
offer,11
although,11
if,10
hiscock,10
seems,10
highland,10
very,10
human,10
immediate,10
high,10
landscape,10
stout,10
direct,10
prehistory,10
beyond,10
parry,10
artifacts,10
field,10
з,10
petrequin,10
arthur,10
where,10
ethiopia,10
variables,10
clear,10
especially,10
adzes,10
spatial,10
rots,10
phenomenon,10
needs,10
operational,10
groups,9
represent,9
kinds,9
substantive,9
help,9
ô,9
principal,9
current,9
system,9
activity,9
reindeer,9
ш,9
relationships,9
component,9
occurs,9
rather,9
derived,9
acquisition,9
k,9
explain,9
clarkson,9
blade,9
lithics,9
refitting,9
sense,9
leather,9
generally,9
reduced,9
foragers,9
make,9
culture,9
frameworks,9
fact,9
men,9
present,9
purposes,9
hides,9
odell,9
ö,9
largely,9
individuals,9
structure,9
quite,9
handles,9
isaac,9
series,9
type,9
middle,9
redundant,9
variability,9
locations,9
glass,9
recent,9
observed,9
metal,8
later,8
cutting,8
either,8
explaining,8
address,8
pincevent,8
verberie,8
nelson,8
clark,8
biface,8
his,8
subsistence,8
wobst,8
stark,8
experimentation,8
û,8
wide,8
future,8
work,8
south,8
quarry,8
limited,8
constraints,8
once,8
reasoning,8
degree,8
explanation,8
trimmed,8
processes,8
thomas,8
discarded,8
transported,8
set,8
over,8
seem,8
accounts,8
when,8
phenomena,8
much,8
analogy,8
д,8
views,8
plenum,8
difficult,7
hideworking,7
market,7
debris,7
bifacial,7
collection,7
occurred,7
variety,7
toth,7
specifically,7
handle,7
might,7
broken,7
found,7
к,7
papers,7
task,7
since,7
general,7
influence,7
van,7
recognized,7
bifaces,7
distant,7
bordes,7
result,7
behavioral,7
centers,7
further,7
part,7
knowledge,7
keeley,7
people,7
actually,7
personal,7
situational,7
le,7
highly,7
subject,7
ceramic,7
southern,7
requiring,7
under,7
us,7
insights,7
typological,7
hand,7
discussion,7
significant,7
causes,7
xeta,7
stages,7
methods,7
constructing,7
availability,7
northern,7
sometimes,7
eren,7
hampton,7
clearly,7
benefit,7
categories,7
size,7
little,7
our,7
comparison,7
archeological,7
major,7
done,6
resulted,6
gallagher,6
true,6
unmodified,6
v,6
paper,6
being,6
frequencies,6
broadly,6
concepts,6
those,6
issue,6
eastern,6
primary,6
resources,6
development,6
barton,6
against,6
tucson,6
fig,6
weapons,6
oxford,6
interesting,6
sets,6
knapper,6
highlands,6
í,6
redundancy,6
objects,6
situations,6
dc,6
international,6
relate,6
olorgesailie,6
initial,6
academic,6
furthermore,6
near,6
because,6
well,6
planning,6
predictability,6
broad,6
we,6
systematic,6
long,6
workshops,6
few,6
value,6
therefore,6
situation,6
selection,6
single,6
oldowan,6
processing,6
skill,6
again,6
archaeopress,6
paris,6
local,6
technologies,6
examples,6
region,6
concern,6
mousterian,6
products,6
peer,6
exchange,6
levallois,6
ад,6
linking,6
life,6
construction,6
then,6
associated,6
torrence,6
known,6
paleoindian,6
specialized,6
ft,6
historical,6
scheduling,6
produce,6
goals,6
turkish,6
yu,6
instead,6
include,6
land,6
evidence,6
schiffer,6
stemming,6
gainesville,6
north,6
arizona,6
final,5
ä,5
go,5
does,5
edge,5
concerned,5
foraging,5
considerations,5
history,5
source,5
sequential,5
du,5
analogies,5
principles,5
tindale,5
analyses,5
exotic,5
producing,5
link,5
ashton,5
analogical,5
enloe,5
uniformities,5
designs,5
similarities,5
td,5
agriculture,5
anticipation,5
washington,5
supply,5
cited,5
along,5
segregation,5
difficulties,5
kind,5
braun,5
without,5
reviews,5
basic,5
uniformitarianism,5
factors,5
unifacial,5
addressing,5
impact,5
tjimba,5
whereas,5
hafted,5
my,5
extent,5
could,5
effort,5
focused,5
intensity,5
со,5
required,5
shape,5
directly,5
related,5
description,5
structures,5
artifact,5
good,5
hafting,5
villages,5
florida,5
siberian,5
practices,5
м,5
reference,5
index,5
expediency,5
bar,5
resolution,5
missing,5
contemporary,5
anthropologist,5
axes,5
less,5
models,5
aesthetics,5
flaking,5
maintenance,5
david,5
change,5
procurement,5
qualities,5
evolutionary,5
hardy,5
chert,5
carried,5
lines,5
primarily,5
table,5
aboriginal,5
acquired,5
share,5
variable,5
thinking,5
roux,5
simply,5
temporal,5
sampson,5
down,5
living,5
problem,5
require,5
recognition,5
тз,5
wiessner,5
france,5
alyawara,5
extremely,5
association,5
debate,5
building,5
miller,4
way,4
les,4
morphology,4
environmental,4
episodes,4
ž,4
likewise,4
designed,4
geometric,4
fj,4
lower,4
first,4
implements,4
grobelaar,4
experiments,4
editions,4
definition,4
hitchcock,4
available,4
political,4
east,4
america,4
hall,4
ç,4
possible,4
illustrate,4
torre,4
europe,4
uses,4
anticipated,4
economies,4
todd,4
includes,4
illustrates,4
uniformity,4
application,4
elements,4
places,4
excavations,4
like,4
phases,4
horowitz,4
maccalman,4
aimed,4
main,4
across,4
opportunity,4
after,4
ongoing,4
attached,4
raymond,4
understand,4
category,4
mora,4
locally,4
organized,4
observations,4
show,4
crabtree,4
isolation,4
patterning,4
requires,4
tu,4
bordaz,4
chipped,4
access,4
term,4
mcpherron,4
flaked,4
line,4
brantingham,4
london,4
apparent,4
whole,4
gear,4
employed,4
construct,4
working,4
suggest,4
settlement,4
involved,4
around,4
several,4
tixier,4
staged,4
cl,4
always,4
results,4
world,4
appropriate,4
provided,4
multifunctional,4
periods,4
san,4
actualistic,4
synthesis,4
classic,4
museum,4
mainstream,4
adze,4
sledges,4
relationship,4
toolkits,4
thought,4
den,4
repair,4
ci,4
hay,4
si,4
knapped,4
prehistoire,4
б,4
useful,4
boxgrove,4
lack,4
discussed,4
consideration,4
areas,4
demonstrating,4
end,4
dull,4
fragments,4
learn,4
everyday,4
cnrs,4
relevant,4
schick,4
frequency,4
another,4
original,4
exploring,4
ce,4
assumption,4
magdalenian,4
questions,4
rare,4
attenbrow,4
regions,4
three,4
oswalt,4
flenniken,4
features,4
structuring,4
woodworking,4
ideational,4
craft,4
р,4
pelegrin,4
attention,4
fairly,4
regular,4
support,4
who,4
un,4
recognize,4
stockpiling,4
mcnabb,4
any,4
changing,4
extensive,4
symbolic,4
butchery,4
alternative,4
ff,4
far,4
animal,4
according,4
chicago,4
grosman,4
city,4
african,4
clothing,4
aspect,4
analysts,4
argues,4
finally,4
staging,4
documentation,4
applicable,4
parfitt,4
remains,4
potential,4
themselves,4
lake,4
focus,4
now,3
mostly,3
oriented,3
nonlithic,3
introduction,3
complex,3
systematically,3
identify,3
likely,3
specialist,3
rt,3
сз,3
descriptions,3
diversity,3
audouze,3
women,3
consistent,3
piles,3
majority,3
archer,3
nature,3
akerman,3
õ,3
timing,3
cannot,3
aesthetic,3
composition,3
monograph,3
bettinger,3
last,3
somewhat,3
ethnoarchaeologists,3
plains,3
sought,3
rests,3
account,3
vol,3
holocene,3
prior,3
sedentary,3
х,3
technologically,3
phase,3
retouching,3
nowell,3
inizian,3
bone,3
š,3
palaeolithic,3
old,3
preliminary,3
times,3
cuir,3
six,3
knecht,3
served,3
geological,3
look,3
hegmon,3
spite,3
advantages,3
flintknappers,3
industries,3
weapon,3
philadelphia,3
á,3
sockets,3
bring,3
developed,3
interpretation,3
abundance,3
en,3
exhausted,3
js,3
contributions,3
makes,3
dichotomy,3
key,3
statistical,3
intensive,3
restricted,3
exploitation,3
utah,3
pierre,3
kenya,3
greater,3
hours,3
had,3
carving,3
allow,3
societies,3
folsom,3
typical,3
kalahari,3
relating,3
primacy,3
pastoralist,3
late,3
outil,3
дч,3
simple,3
inserts,3
ceramics,3
зч,3
y,3
rocks,3
chang,3
brought,3
characterization,3
gender,3
tale,3
fit,3
canberra,3
symens,3
status,3
own,3
ос,3
pleistocene,3
mediterranean,3
quantification,3
specificity,3
industry,3
stones,3
differing,3
